Player,Rk,Date,Age,Tm,home_away,Opp,win_margin,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Kayla McBride,17,2024-06-27,32.0,MIN,away,DAL,-6.0,1,39.4,3,11,.273,1,6,.167,4,4,1.000,0,2,2,4,2,0,2,1,11,7.5
Kayla McBride,18,2024-06-30,32.0,MIN,away,CHI,8.0,1,24.0,3,7,.429,2,6,.333,8,8,1.000,0,5,5,5,2,0,4,1,16,14.9
Kayla McBride,19,2024-07-02,32.0,MIN,away,NYL,-9.0,1,37.0,5,14,.357,3,10,.300,4,4,1.000,0,2,2,2,1,0,1,1,17,10.8
Kayla McBride,20,2024-07-04,32.0,MIN,home,CON,-5.0,1,31.0,5,11,.455,3,6,.500,0,0,,2,6,8,4,1,0,4,2,13,9.5
Kayla McBride,21,2024-07-06,32.0,MIN,home,WAS,7.0,1,34.0,6,12,.500,2,4,.500,3,4,.750,0,1,1,3,1,0,4,0,17,10.0
Kayla McBride,22,2024-07-09,32.0,MIN,away,LAS,15.0,1,25.3,4,9,.444,1,4,.250,2,2,1.000,0,1,1,4,1,0,0,0,11,10.4
Kayla McBride,23,2024-07-12,32.0,MIN,away,SEA,-28.0,1,25.3,7,13,.538,6,12,.500,7,7,1.000,0,1,1,1,3,0,1,1,27,23.3
Kayla McBride,24,2024-07-14,32.1,MIN,home,IND,-7.0,1,33.2,4,14,.286,2,10,.200,1,1,1.000,0,2,2,3,0,0,4,2,11,0.7
Kayla McBride,25,2024-07-17,32.1,MIN,home,ATL,7.0,1,34.3,9,17,.529,4,8,.500,8,9,.889,0,1,1,1,1,0,0,2,30,22.5
Kayla McBride,26,2024-08-15,32.1,MIN,home,WAS,11.0,1,29.1,2,10,.200,2,8,.250,6,7,.857,2,2,4,3,4,0,2,2,12,10.7
Kayla McBride,27,2024-08-17,32.1,MIN,away,WAS,16.0,1,25.4,4,9,.444,1,2,.500,1,2,.500,0,0,0,3,4,0,4,2,10,6.2
Kayla McBride,28,2024-08-21,32.2,MIN,away,LVA,11.0,1,35.1,3,7,.429,1,4,.250,4,4,1.000,0,0,0,4,0,0,2,1,11,7.7
Kayla McBride,29,2024-08-23,32.2,MIN,home,LVA,13.0,1,32.3,3,8,.375,3,5,.600,3,3,1.000,0,0,0,2,4,0,3,3,12,8.8
Kayla McBride,30,2024-08-24,32.2,MIN,home,IND,10.0,1,30.1,6,15,.400,4,10,.400,3,5,.600,0,3,3,4,0,0,2,3,19,10.6
Kayla McBride,31,2024-08-28,32.2,MIN,away,PHO,13.0,1,32.1,5,12,.417,3,7,.429,6,8,.750,1,4,5,3,1,0,4,0,19,12.8
Kayla McBride,32,2024-08-30,32.2,MIN,away,DAL,-18.0,1,25.5,5,13,.385,2,8,.250,2,3,.667,0,0,0,2,0,0,1,0,14,6.9
Kayla McBride,33,2024-09-01,32.2,MIN,home,CHI,5.0,1,36.5,6,13,.462,2,6,.333,3,3,1.000,2,0,2,3,0,0,2,1,17,11.4
Kayla McBride,34,2024-09-06,32.2,MIN,away,IND,11.0,1,18.7,1,7,.143,1,5,.200,0,1,.000,0,1,1,2,0,0,2,0,3,-2.2
Kayla McBride,35,2024-09-08,32.2,MIN,away,WAS,7.0,1,36.2,3,10,.300,2,7,.286,2,2,1.000,0,2,2,4,0,0,7,2,10,-0.2
Kayla McBride,36,2024-09-10,32.2,MIN,away,ATL,12.0,1,32.9,5,9,.556,2,4,.500,3,3,1.000,0,2,2,1,1,0,1,1,15,11.6
Kayla McBride,37,2024-09-13,32.2,MIN,home,CHI,17.0,1,27.6,1,4,.250,1,3,.333,6,6,1.000,0,2,2,2,1,0,0,1,9,9.2
Kayla McBride,38,2024-09-15,32.2,MIN,away,NYL,9.0,1,33.4,3,7,.429,3,5,.600,2,2,1.000,0,1,1,6,1,0,2,2,11,10.0
Kayla McBride,39,2024-09-17,32.2,MIN,away,CON,2.0,1,37.6,3,11,.273,2,6,.333,6,6,1.000,2,5,7,1,0,0,2,2,14,8.3
Teaira McCowan,1,2024-05-15,27.6,DAL,home,CHI,8.0,1,28.5,8,14,.571,0,0,,2,3,.667,4,9,13,0,1,3,1,3,18,17.4
Teaira McCowan,2,2024-05-18,27.6,DAL,home,CHI,-9.0,1,21.0,2,7,.286,0,0,,0,0,,2,3,5,0,1,2,4,3,4,-0.6
Teaira McCowan,3,2024-05-21,27.6,DAL,away,ATL,-5.0,0,33.5,9,12,.750,0,0,,3,5,.600,7,7,14,1,1,1,4,4,21,19.2
Teaira McCowan,4,2024-05-25,27.7,DAL,away,PHO,15.0,1,26.7,6,12,.500,0,0,,1,1,1.000,3,4,7,5,1,0,4,1,13,10.4
Teaira McCowan,5,2024-05-26,27.7,DAL,away,LAS,1.0,1,21.9,5,7,.714,0,0,,2,2,1.000,2,3,5,1,1,2,2,5,12,10.5
Teaira McCowan,6,2024-05-31,27.7,DAL,away,CON,-2.0,1,24.9,5,8,.625,0,0,,0,2,.000,2,5,7,2,0,0,0,1,10,9.5
Teaira McCowan,7,2024-06-02,27.7,DAL,away,MIN,-11.0,1,27.9,3,8,.375,0,1,.000,2,2,1.000,1,5,6,3,1,3,2,1,8,8.6
Teaira McCowan,8,2024-06-05,27.7,DAL,home,LVA,-14.0,1,27.5,4,7,.571,1,1,1.000,5,6,.833,5,10,15,3,0,2,1,0,14,19.3
Teaira McCowan,9,2024-06-07,27.7,DAL,away,LAS,-9.0,1,30.0,1,6,.167,0,0,,4,4,1.000,1,6,7,3,2,1,3,5,6,4.5
Teaira McCowan,10,2024-06-09,27.7,DAL,home,PHO,-7.0,1,36.5,9,14,.643,0,0,,2,4,.500,3,6,9,4,1,1,6,6,20,13.0
Teaira McCowan,11,2024-06-13,27.7,DAL,home,SEA,-8.0,1,26.2,6,7,.857,0,0,,7,8,.875,2,8,10,2,1,3,0,3,19,23.2
Teaira McCowan,12,2024-06-15,27.7,DAL,home,CON,-18.0,1,26.2,6,12,.500,0,0,,4,6,.667,4,6,10,2,1,1,0,1,16,16.5
Teaira McCowan,13,2024-06-17,27.7,DAL,away,MIN,-12.0,1,27.6,4,9,.444,0,1,.000,0,0,,2,2,4,0,0,0,1,1,8,3.9
Teaira McCowan,14,2024-06-20,27.7,DAL,away,CHI,-11.0,1,25.7,2,5,.400,0,0,,3,4,.750,0,5,5,2,1,0,3,3,7,3.6
Teaira McCowan,15,2024-06-22,27.7,DAL,away,WAS,-28.0,1,14.2,2,5,.400,0,0,,2,2,1.000,0,2,2,1,0,0,2,2,6,1.8
Teaira McCowan,16,2024-06-23,27.7,DAL,away,WAS,-8.0,1,10.5,0,1,.000,0,0,,1,2,.500,1,0,1,1,0,0,3,2,1,-2.5
Teaira McCowan,17,2024-06-27,27.7,DAL,home,MIN,6.0,1,23.7,7,12,.583,0,0,,3,4,.750,5,7,12,0,0,0,1,1,17,15.2
Teaira McCowan,18,2024-06-29,27.8,DAL,away,SEA,-21.0,1,28.9,7,7,1.000,0,0,,1,3,.333,1,5,6,2,2,0,3,3,15,13.5
Teaira McCowan,19,2024-07-01,27.8,DAL,away,SEA,-24.0,1,24.9,3,7,.429,0,1,.000,1,2,.500,3,2,5,2,2,1,1,5,7,6.7
Teaira McCowan,20,2024-07-03,27.8,DAL,home,PHO,-8.0,1,15.4,1,2,.500,0,0,,1,4,.250,0,3,3,0,0,0,3,3,3,-2.5
Teaira McCowan,21,2024-07-05,27.8,DAL,home,ATL,3.0,1,28.0,6,14,.429,0,0,,4,4,1.000,4,7,11,4,1,1,2,3,16,14.8
Teaira McCowan,22,2024-07-07,27.8,DAL,away,LVA,-19.0,1,23.1,4,6,.667,0,0,,1,1,1.000,2,2,4,0,0,2,2,3,9,6.6
Teaira McCowan,23,2024-07-10,27.8,DAL,away,PHO,-16.0,1,28.0,7,10,.700,0,0,,1,2,.500,4,6,10,1,1,0,3,3,15,12.5
Teaira McCowan,24,2024-07-13,27.8,DAL,home,LAS,-6.0,1,16.8,5,7,.714,0,0,,0,0,,1,5,6,1,0,1,0,1,10,10.3
Teaira McCowan,25,2024-07-17,27.8,DAL,home,IND,8.0,1,21.0,5,8,.625,0,0,,0,1,.000,1,4,5,1,2,0,1,4,10,8.0
Teaira McCowan,26,2024-08-16,27.9,DAL,home,CON,-18.0,1,24.3,4,5,.800,0,0,,4,4,1.000,2,5,7,2,3,2,1,5,12,15.8
Teaira McCowan,27,2024-08-20,27.9,DAL,away,NYL,-20.0,1,22.2,1,6,.167,0,0,,0,2,.000,3,2,5,2,1,0,2,5,2,-1.5
Teaira McCowan,28,2024-08-22,27.9,DAL,away,NYL,-8.0,1,18.5,6,10,.600,0,0,,2,4,.500,3,5,8,0,0,1,0,4,14,11.3
Teaira McCowan,29,2024-08-25,27.9,DAL,home,LAS,3.0,1,27.1,6,9,.667,0,0,,5,6,.833,7,4,11,1,2,0,1,2,17,19.7
Teaira McCowan,30,2024-08-27,27.9,DAL,home,LVA,3.0,1,24.4,3,6,.500,0,0,,2,4,.500,6,11,17,0,0,0,1,5,8,8.7
Teaira McCowan,31,2024-08-30,27.9,DAL,home,MIN,18.0,1,25.0,4,13,.308,0,0,,3,4,.750,4,7,11,0,0,0,0,2,11,7.2
Teaira McCowan,32,2024-09-01,27.9,DAL,home,IND,-7.0,1,27.9,2,5,.400,0,0,,1,2,.500,2,9,11,4,0,0,3,4,5,4.2
Teaira McCowan,33,2024-09-03,27.9,DAL,home,WAS,-4.0,1,27.1,8,12,.667,0,0,,4,5,.800,6,7,13,1,1,0,3,4,20,17.8
Teaira McCowan,34,2024-09-06,27.9,DAL,away,ATL,-11.0,1,36.3,7,10,.700,0,0,,4,5,.800,4,7,11,1,1,1,5,5,18,13.7
Teaira McCowan,35,2024-09-08,27.9,DAL,away,CHI,-15.0,1,28.5,4,8,.500,0,0,,2,2,1.000,5,2,7,2,2,1,1,4,10,11.6
Teaira McCowan,36,2024-09-10,28.0,DAL,home,NYL,-14.0,1,17.5,5,6,.833,0,0,,1,1,1.000,0,1,1,1,1,1,2,2,11,8.7
Teaira McCowan,37,2024-09-12,28.0,DAL,home,NYL,-32.0,1,23.9,3,4,.750,0,0,,2,4,.500,1,8,9,1,0,1,1,2,8,8.3
Teaira McCowan,38,2024-09-13,28.0,DAL,home,SEA,-2.0,1,32.2,8,14,.571,0,0,,7,7,1.000,6,9,15,2,1,2,1,2,23,25.3
Teaira McCowan,39,2024-09-15,28.0,DAL,away,IND,-1.0,1,28.9,6,8,.750,0,0,,2,2,1.000,3,3,6,3,2,1,4,4,14,13.0
Aari McDonald,1,2024-05-15,25.7,LAS,home,ATL,-11.0,0,9.7,0,3,.000,0,3,.000,0,0,,0,0,0,3,0,0,1,1,0,-1.4
Aari McDonald,2,2024-05-18,25.7,LAS,away,LVA,-7.0,0,6.4,0,1,.000,0,0,,0,0,,0,0,0,2,1,0,0,1,0,1.3
Aari McDonald,3,2024-05-21,25.8,LAS,home,WAS,2.0,0,3.2,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,0.0
Aari McDonald,4,2024-05-24,25.8,LAS,home,IND,-5.0,0,9.7,3,5,.600,0,2,.000,0,0,,0,0,0,0,0,0,0,2,6,2.9
Aari McDonald,5,2024-05-26,25.8,LAS,home,DAL,-1.0,0,19.2,4,10,.400,1,4,.250,0,1,.000,0,3,3,1,0,1,1,1,9,4.1
Aari McDonald,6,2024-05-28,25.8,LAS,away,IND,6.0,0,29.8,6,9,.667,3,5,.600,6,7,.857,1,1,2,4,1,0,3,2,21,17.7
Aari McDonald,7,2024-05-30,25.8,LAS,away,CHI,-10.0,0,27.9,1,5,.200,1,4,.250,1,2,.500,1,3,4,3,2,0,1,1,4,4.8
Aari McDonald,8,2024-06-02,25.8,LAS,away,PHO,-19.0,0,22.5,1,5,.200,1,4,.250,0,0,,0,2,2,5,1,0,3,3,3,0.8
Aari McDonald,9,2024-06-05,25.8,LAS,home,MIN,-24.0,0,18.0,1,10,.100,1,4,.250,0,0,,2,2,4,2,0,0,0,3,3,-1.4
Aari McDonald,10,2024-06-07,25.8,LAS,home,DAL,9.0,0,19.9,2,4,.500,1,3,.333,2,2,1.000,0,1,1,6,1,0,1,1,7,9.1
Aari McDonald,11,2024-06-09,25.8,LAS,home,LVA,4.0,0,23.8,5,8,.625,2,3,.667,4,4,1.000,0,2,2,2,1,0,3,2,16,11.6
Aari McDonald,12,2024-06-11,25.8,LAS,away,SEA,-16.0,0,27.2,4,8,.500,2,4,.500,5,7,.714,1,1,2,3,1,0,1,4,15,11.7
Aari McDonald,13,2024-06-14,25.8,LAS,away,MIN,-5.0,0,27.6,5,8,.625,0,2,.000,4,4,1.000,1,1,2,7,3,0,3,3,14,15.1
Aari McDonald,14,2024-06-16,25.8,LAS,away,ATL,-13.0,0,30.8,5,11,.455,4,7,.571,0,0,,0,1,1,5,0,1,3,2,14,9.0
Aari McDonald,15,2024-06-18,25.8,LAS,away,CON,-9.0,1,27.9,6,10,.600,1,3,.333,1,1,1.000,2,2,4,7,1,0,6,2,14,10.5
Aari McDonald,16,2024-06-20,25.8,LAS,away,NYL,-13.0,1,28.6,6,12,.500,1,4,.250,2,2,1.000,0,3,3,3,1,0,2,1,15,10.6
Aari McDonald,17,2024-06-22,25.8,LAS,away,NYL,-10.0,1,25.2,0,8,.000,0,3,.000,2,2,1.000,3,2,5,4,0,1,3,2,2,-1.2
Aari McDonald,18,2024-06-28,25.9,LAS,away,PHO,-14.0,1,32.4,3,9,.333,2,5,.400,4,5,.800,0,1,1,10,3,0,4,4,12,11.2
Aari McDonald,19,2024-07-02,25.9,LAS,home,WAS,-2.0,1,35.6,7,13,.538,3,7,.429,0,0,,0,3,3,6,1,0,2,3,17,13.6
Aari McDonald,20,2024-07-05,25.9,LAS,home,LVA,5.0,1,39.8,8,17,.471,4,8,.500,3,4,.750,0,5,5,3,2,1,0,4,23,18.6
Aari McDonald,21,2024-07-07,25.9,LAS,home,PHO,-6.0,1,24.8,1,10,.100,0,6,.000,2,2,1.000,0,2,2,6,0,1,1,3,4,0.7
Aari McDonald,22,2024-07-09,25.9,LAS,home,MIN,-15.0,1,14.7,2,6,.333,0,2,.000,0,0,,0,3,3,4,0,1,4,1,4,0.6
Aari McDonald,23,2024-07-13,25.9,LAS,away,DAL,6.0,1,28.2,4,7,.571,0,1,.000,4,4,1.000,1,2,3,4,3,0,1,0,12,14.8
Aari McDonald,24,2024-07-16,25.9,LAS,home,SEA,-6.0,1,22.3,2,7,.286,1,4,.250,3,4,.750,0,0,0,4,1,0,4,3,8,2.1
Aari McDonald,25,2024-09-01,26.0,LAS,home,ATL,-18.0,0,3.3,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3
Aari McDonald,26,2024-09-04,26.0,LAS,away,IND,-7.0,0,9.5,1,4,.250,1,2,.500,0,0,,0,0,0,0,0,0,1,2,3,-1.2
Jade Melbourne,1,2024-05-19,21.8,WAS,home,SEA,-9.0,0,1.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Jade Melbourne,2,2024-05-23,21.8,WAS,away,PHO,-3.0,0,7.2,0,3,.000,0,1,.000,2,2,1.000,1,1,2,1,1,0,0,0,2,2.6
Jade Melbourne,3,2024-05-25,21.8,WAS,away,SEA,-32.0,0,21.5,5,9,.556,1,2,.500,2,2,1.000,1,1,2,3,1,0,2,0,13,10.8
Jade Melbourne,4,2024-05-29,21.8,WAS,home,ATL,-6.0,0,12.3,0,4,.000,0,1,.000,0,0,,0,1,1,0,1,0,1,2,0,-3.3
Jade Melbourne,5,2024-05-31,21.8,WAS,away,NYL,-11.0,0,19.1,5,8,.625,0,1,.000,1,3,.333,0,1,1,4,0,0,3,3,11,5.5
Jade Melbourne,6,2024-06-04,21.8,WAS,away,CON,-17.0,0,16.6,1,6,.167,0,4,.000,1,1,1.000,0,3,3,1,0,0,3,3,3,-3.4
Jade Melbourne,7,2024-06-06,21.8,WAS,home,CHI,-8.0,0,10.7,2,4,.500,0,0,,2,3,.667,1,1,2,1,1,0,3,1,6,2.9
Jade Melbourne,8,2024-06-07,21.8,WAS,home,IND,-2.0,0,4.0,1,1,1.000,0,0,,2,2,1.000,0,1,1,0,0,0,1,0,4,3.0
Jade Melbourne,9,2024-06-09,21.8,WAS,away,NYL,-5.0,0,13.7,8,12,.667,3,6,.500,2,2,1.000,0,1,1,1,0,0,2,1,21,14.4
Jade Melbourne,10,2024-06-11,21.8,WAS,away,ATL,19.0,0,6.8,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,2,0,-1.5
Jade Melbourne,11,2024-06-14,21.8,WAS,home,CHI,2.0,0,12.8,1,6,.167,0,2,.000,1,2,.500,1,2,3,1,2,0,2,2,3,0.0
Jade Melbourne,12,2024-06-19,21.8,WAS,away,IND,-7.0,0,12.4,1,3,.333,0,0,,0,0,,0,2,2,2,1,0,1,1,2,1.9
Jade Melbourne,13,2024-06-22,21.8,WAS,home,DAL,28.0,0,18.1,4,5,.800,0,1,.000,5,6,.833,1,1,2,3,2,0,1,1,13,14.4
Jade Melbourne,14,2024-06-23,21.8,WAS,home,DAL,8.0,0,14.3,2,2,1.000,0,0,,0,0,,0,2,2,2,0,0,3,1,4,2.0
Jade Melbourne,15,2024-06-27,21.9,WAS,home,CON,-3.0,0,19.5,4,5,.800,2,2,1.000,0,2,.000,0,0,0,2,1,0,4,1,10,5.3
Jade Melbourne,16,2024-06-29,21.9,WAS,home,LVA,-11.0,0,9.6,2,3,.667,1,1,1.000,0,0,,0,1,1,0,0,0,2,3,5,0.8
Jade Melbourne,17,2024-07-02,21.9,WAS,away,LAS,2.0,0,16.3,1,5,.200,0,0,,2,2,1.000,0,0,0,0,1,0,1,2,4,0.1
Jade Melbourne,18,2024-07-04,21.9,WAS,away,LVA,-21.0,0,21.4,3,10,.300,2,4,.500,0,0,,0,0,0,6,1,1,1,1,8,6.7
Jade Melbourne,19,2024-07-06,21.9,WAS,away,MIN,-7.0,0,16.1,1,4,.250,0,3,.000,2,2,1.000,0,4,4,2,0,0,2,1,4,1.8
Jade Melbourne,20,2024-07-10,21.9,WAS,away,IND,5.0,0,20.6,3,7,.429,1,2,.500,2,2,1.000,0,3,3,2,1,1,2,3,9,6.1
Jade Melbourne,21,2024-07-14,21.9,WAS,home,LVA,-12.0,0,10.7,0,3,.000,0,0,,0,0,,0,1,1,1,0,0,0,3,0,-2.3
Jade Melbourne,22,2024-07-16,21.9,WAS,home,PHO,-9.0,0,13.6,1,5,.200,0,1,.000,0,0,,0,0,0,2,0,0,1,3,2,-1.9
Jade Melbourne,23,2024-08-15,22.0,WAS,away,MIN,-11.0,0,9.2,4,5,.800,2,3,.667,0,0,,0,0,0,0,0,1,1,1,10,7.4
Jade Melbourne,24,2024-08-17,22.0,WAS,home,MIN,-16.0,0,14.3,1,2,.500,1,2,.500,1,2,.500,1,2,3,2,1,1,2,1,4,4.6
Jade Melbourne,25,2024-08-20,22.0,WAS,home,SEA,-6.0,0,13.9,0,3,.000,0,2,.000,0,0,,1,4,5,1,0,0,0,1,0,0.1
Jade Melbourne,26,2024-08-23,22.0,WAS,home,LAS,6.0,0,17.5,0,2,.000,0,1,.000,1,2,.500,1,0,1,2,1,0,2,0,1,0.3
Jade Melbourne,27,2024-08-26,22.0,WAS,away,SEA,2.0,0,19.1,2,2,1.000,0,0,,1,2,.500,0,1,1,1,0,0,5,2,5,-0.8
Jade Melbourne,28,2024-08-28,22.0,WAS,away,CHI,4.0,0,10.3,0,1,.000,0,1,.000,0,0,,0,0,0,1,1,0,2,3,0,-2.2
Jade Melbourne,29,2024-08-31,22.0,WAS,home,CON,-11.0,0,19.4,2,7,.286,2,3,.667,0,0,,2,0,2,3,0,0,1,2,6,3.6
Jade Melbourne,30,2024-09-03,22.0,WAS,away,DAL,4.0,0,13.3,1,3,.333,0,0,,3,3,1.000,0,0,0,4,1,0,2,1,5,4.7
Jade Melbourne,31,2024-09-05,22.0,WAS,away,PHO,13.0,0,14.1,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,1,3,0,-2.9
Jade Melbourne,32,2024-09-08,22.1,WAS,home,MIN,-7.0,0,13.9,4,5,.800,1,2,.500,0,1,.000,1,1,2,0,1,0,4,2,9,3.9
Jade Melbourne,33,2024-09-11,22.1,WAS,away,CHI,31.0,0,17.8,3,4,.750,1,2,.500,1,2,.500,0,1,1,3,1,0,0,0,8,9.4
Jade Melbourne,34,2024-09-13,22.1,WAS,away,ATL,3.0,0,14.3,3,7,.429,1,2,.500,0,0,,1,3,4,1,0,0,2,1,7,3.2
Jade Melbourne,35,2024-09-15,22.1,WAS,home,ATL,-3.0,0,15.3,2,5,.400,1,2,.500,1,2,.500,0,1,1,2,1,1,2,1,6,3.9
Jade Melbourne,36,2024-09-17,22.1,WAS,home,NYL,-16.0,0,14.2,1,4,.250,0,1,.000,3,4,.750,0,1,1,1,0,0,1,1,5,1.8
Jade Melbourne,37,2024-09-19,22.1,WAS,home,IND,1.0,0,19.8,4,8,.500,1,3,.333,0,0,,1,1,2,2,4,0,1,1,9,10.0
Diamond Miller,1,2024-05-14,23.3,MIN,away,SEA,13.0,1,12.8,1,5,.200,0,2,.000,0,0,,0,3,3,0,0,0,0,1,2,-0.6
Diamond Miller,2,2024-05-17,23.3,MIN,home,SEA,9.0,1,14.8,3,8,.375,2,5,.400,1,2,.500,1,2,3,0,0,0,1,1,9,4.1
Diamond Miller,3,2024-05-23,23.3,MIN,away,CON,-1.0,1,14.4,1,5,.200,0,3,.000,0,0,,0,0,0,2,0,0,1,2,2,-1.5
Diamond Miller,4,2024-06-27,23.4,MIN,away,DAL,-6.0,0,3.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4
Diamond Miller,5,2024-06-30,23.4,MIN,away,CHI,8.0,0,9.0,1,5,.200,0,3,.000,0,1,.000,0,1,1,1,1,0,2,2,2,-2.3
Diamond Miller,6,2024-07-02,23.4,MIN,away,NYL,-9.0,0,0.8,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.0
Diamond Miller,7,2024-07-04,23.4,MIN,home,CON,-5.0,0,8.8,1,2,.500,0,1,.000,1,1,1.000,0,2,2,1,1,0,1,2,3,2.5
Diamond Miller,8,2024-07-06,23.4,MIN,home,WAS,7.0,0,10.6,2,4,.500,1,1,1.000,0,0,,0,1,1,2,0,0,0,2,5,3.9
Diamond Miller,9,2024-07-09,23.4,MIN,away,LAS,15.0,0,14.4,2,4,.500,0,0,,2,2,1.000,1,0,1,1,0,0,3,3,6,1.2
Diamond Miller,10,2024-07-12,23.4,MIN,away,SEA,-28.0,0,22.8,1,5,.200,0,1,.000,2,4,.500,1,3,4,0,1,1,2,2,4,0.6
Diamond Miller,11,2024-07-17,23.4,MIN,home,ATL,7.0,0,11.3,0,2,.000,0,0,,2,4,.500,2,1,3,1,2,0,1,0,2,3.2
Diamond Miller,12,2024-08-15,23.5,MIN,home,WAS,11.0,0,12.3,1,3,.333,0,1,.000,0,0,,0,3,3,0,2,0,0,1,2,2.8
Diamond Miller,13,2024-08-17,23.5,MIN,away,WAS,16.0,0,19.1,3,6,.500,1,2,.500,0,0,,0,3,3,2,0,0,2,3,7,3.1
Diamond Miller,14,2024-08-21,23.5,MIN,away,LVA,11.0,0,3.3,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0.6
Diamond Miller,15,2024-08-23,23.5,MIN,home,LVA,13.0,0,7.7,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,2,0.7
Diamond Miller,16,2024-08-24,23.5,MIN,home,IND,10.0,0,2.6,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0
Diamond Miller,17,2024-08-28,23.5,MIN,away,PHO,13.0,0,13.1,1,3,.333,0,1,.000,1,2,.500,1,4,5,1,0,0,0,2,3,2.7
Diamond Miller,18,2024-08-30,23.6,MIN,away,DAL,-18.0,0,9.1,0,2,.000,0,2,.000,2,2,1.000,0,3,3,1,0,0,3,0,2,-0.8
Diamond Miller,19,2024-09-13,23.6,MIN,home,CHI,17.0,0,2.4,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-1.1
Diamond Miller,20,2024-09-15,23.6,MIN,away,NYL,9.0,0,0.1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Diamond Miller,21,2024-09-19,23.6,MIN,home,LAS,-17.0,1,20.5,2,8,.250,1,3,.333,3,6,.500,2,1,3,0,0,0,2,0,8,1.7
Kelsey Mitchell,1,2024-05-14,28.5,IND,away,CON,-21.0,0,16.6,2,4,.500,0,1,.000,4,6,.667,0,0,0,1,0,0,1,1,8,4.5
Kelsey Mitchell,2,2024-05-16,28.5,IND,home,NYL,-36.0,0,21.4,1,7,.143,1,3,.333,2,2,1.000,1,1,2,0,0,0,1,1,5,0.1
Kelsey Mitchell,3,2024-05-18,28.5,IND,away,NYL,-11.0,1,30.6,7,18,.389,3,8,.375,0,0,,0,2,2,2,2,0,3,0,17,8.2
Kelsey Mitchell,4,2024-05-20,28.5,IND,home,CON,-4.0,1,31.9,7,16,.438,2,6,.333,1,1,1.000,0,0,0,5,0,0,2,3,17,8.9
Kelsey Mitchell,5,2024-05-22,28.5,IND,away,SEA,-2.0,1,31.7,5,17,.294,2,7,.286,5,6,.833,2,1,3,1,1,1,2,1,17,8.4
Kelsey Mitchell,6,2024-05-24,28.5,IND,away,LAS,5.0,1,33.9,6,14,.429,2,5,.400,4,5,.800,0,2,2,2,1,0,1,1,18,11.8
Kelsey Mitchell,7,2024-05-25,28.5,IND,away,LVA,-19.0,1,31.8,6,14,.429,3,10,.300,1,2,.500,0,2,2,2,0,0,0,1,16,9.8
Kelsey Mitchell,8,2024-05-28,28.5,IND,home,LAS,-6.0,1,28.8,5,15,.333,3,7,.429,2,4,.500,0,0,0,2,1,0,1,1,15,6.7
Kelsey Mitchell,9,2024-05-30,28.5,IND,home,SEA,-15.0,1,35.5,5,16,.313,1,4,.250,3,4,.750,1,1,2,4,0,0,1,1,14,6.8
Kelsey Mitchell,10,2024-06-01,28.6,IND,home,CHI,1.0,1,33.0,6,16,.375,1,6,.167,5,5,1.000,1,1,2,2,1,0,0,2,18,11.8
Kelsey Mitchell,11,2024-06-02,28.6,IND,away,NYL,-36.0,1,30.1,9,19,.474,3,9,.333,0,0,,0,0,0,0,0,0,1,1,21,9.9
Kelsey Mitchell,12,2024-06-07,28.6,IND,away,WAS,2.0,1,35.2,6,13,.462,3,6,.500,1,1,1.000,0,1,1,4,3,0,2,4,16,11.8
Kelsey Mitchell,13,2024-06-10,28.6,IND,away,CON,-17.0,1,20.2,3,8,.375,1,4,.250,2,2,1.000,1,1,2,1,0,0,2,1,9,3.9
Kelsey Mitchell,14,2024-06-13,28.6,IND,home,ATL,7.0,1,31.6,7,14,.500,3,7,.429,7,7,1.000,1,1,2,2,2,0,1,2,24,19.6
Kelsey Mitchell,15,2024-06-16,28.6,IND,home,CHI,8.0,1,31.8,7,13,.538,1,3,.333,2,3,.667,0,4,4,2,1,0,3,3,17,9.7
Kelsey Mitchell,16,2024-06-19,28.6,IND,home,WAS,7.0,1,38.2,8,11,.727,4,5,.800,2,4,.500,1,2,3,1,0,0,1,1,22,17.3
Kelsey Mitchell,17,2024-06-21,28.6,IND,away,ATL,12.0,1,31.5,7,12,.583,3,4,.750,1,1,1.000,2,2,4,3,1,0,1,1,18,16.1
Kelsey Mitchell,18,2024-06-23,28.6,IND,away,CHI,-1.0,1,36.1,8,18,.444,5,10,.500,3,3,1.000,0,0,0,2,1,1,1,4,24,15.1
