Player,Rk,Date,Age,Tm,home_away,Opp,win_margin,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Damiris Dantas,15,2024-09-06,31.8,IND,home,MIN,-11.0,0,7.1,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,-1.1
Damiris Dantas,16,2024-09-08,31.8,IND,home,ATL,4.0,0,3.6,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,0.2
Damiris Dantas,17,2024-09-11,31.8,IND,home,LVA,-11.0,0,4.4,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-1.1
Damiris Dantas,18,2024-09-13,31.8,IND,home,LVA,-4.0,0,15.8,4,6,0.667,2,2,1.0,1,2,0.5,0,3,3,2,1,1,0,2,11,11.2
Damiris Dantas,19,2024-09-15,31.8,IND,home,DAL,1.0,0,12.0,2,2,1.0,2,2,1.0,0,0,,0,3,3,0,0,0,0,1,6,5.9
Damiris Dantas,20,2024-09-19,31.8,IND,away,WAS,-1.0,0,14.3,1,6,0.167,1,4,0.25,1,2,0.5,0,3,3,3,0,0,1,2,4,1.0
Kaela Davis,1,2024-09-11,29.5,CHI,home,WAS,-31.0,0,6.0,0,3,0.0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-3.1
Kaela Davis,2,2024-09-13,29.5,CHI,away,MIN,-17.0,0,1.8,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Kaela Davis,3,2024-09-17,29.5,CHI,away,ATL,-16.0,0,13.2,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,3,0,-1.9
Kaela Davis,4,2024-09-19,29.5,CHI,away,CON,-33.0,0,30.6,4,9,0.444,2,2,1.0,2,4,0.5,1,2,3,1,1,2,2,2,12,8.1
Marquesha Davis,1,2024-05-16,23.0,NYL,away,IND,36.0,0,3.3,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4
Marquesha Davis,2,2024-05-18,23.0,NYL,home,IND,11.0,0,1.8,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Marquesha Davis,3,2024-05-20,23.0,NYL,home,SEA,11.0,0,1.7,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Marquesha Davis,4,2024-05-25,23.0,NYL,away,MIN,-17.0,0,1.8,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Marquesha Davis,5,2024-05-31,23.0,NYL,home,WAS,11.0,0,4.0,0,1,0.0,0,0,,1,2,0.5,0,0,0,0,0,0,0,2,1,-0.9
Marquesha Davis,6,2024-06-02,23.0,NYL,home,IND,36.0,0,5.5,0,0,,0,0,,2,2,1.0,0,2,2,0,0,1,0,0,2,3.3
Marquesha Davis,7,2024-06-06,23.0,NYL,away,ATL,17.0,0,1.1,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
Marquesha Davis,8,2024-06-09,23.0,NYL,home,WAS,5.0,0,2.8,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7
Marquesha Davis,9,2024-06-15,23.0,NYL,away,LVA,8.0,0,1.3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Marquesha Davis,10,2024-06-20,23.1,NYL,home,LAS,13.0,0,4.7,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3
Marquesha Davis,11,2024-06-22,23.1,NYL,home,LAS,10.0,0,2.6,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
Marquesha Davis,12,2024-06-23,23.1,NYL,away,ATL,21.0,0,13.1,4,8,0.5,1,1,1.0,0,1,0.0,1,1,2,1,1,1,0,1,9,7.6
Marquesha Davis,13,2024-07-11,23.1,NYL,home,CHI,15.0,0,1.5,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Marquesha Davis,14,2024-08-15,23.2,NYL,away,LAS,35.0,0,7.5,1,2,0.5,0,0,,0,0,,0,1,1,0,0,1,0,1,2,1.6
Marquesha Davis,15,2024-08-20,23.2,NYL,home,DAL,20.0,0,3.8,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-1.9
Marquesha Davis,16,2024-08-24,23.2,NYL,home,CON,-8.0,0,0.5,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Marquesha Davis,17,2024-09-10,23.3,NYL,away,DAL,14.0,0,1.6,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
Marquesha Davis,18,2024-09-12,23.3,NYL,away,DAL,32.0,0,4.6,0,1,0.0,0,0,,2,2,1.0,0,0,0,1,0,0,0,0,2,2.0
Marquesha Davis,19,2024-09-17,23.3,NYL,away,WAS,16.0,0,3.1,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,1,0,2,0.0
Marquesha Davis,20,2024-09-19,23.3,NYL,home,ATL,-11.0,0,13.7,2,4,0.5,0,0,,0,0,,1,1,2,1,0,1,2,1,4,2.0
Diamond DeShields,1,2024-05-15,29.2,CHI,away,DAL,-8.0,1,18.3,7,12,.583,0,2,.000,0,0,,2,0,2,1,3,0,1,1,14,12.1
Diamond DeShields,2,2024-05-18,29.2,CHI,away,DAL,9.0,1,23.5,7,12,.583,1,3,.333,1,3,.333,3,2,5,3,2,2,4,1,16,13.4
Diamond DeShields,3,2024-05-25,29.2,CHI,home,CON,-4.0,1,16.9,1,6,.167,0,2,.000,1,2,.500,0,2,2,5,2,0,0,2,3,4.1
Diamond DeShields,4,2024-05-28,29.2,CHI,home,SEA,-9.0,1,24.4,2,8,.250,0,2,.000,2,3,.667,0,1,1,2,2,0,2,3,6,1.3
Diamond DeShields,5,2024-05-30,29.2,CHI,home,LAS,10.0,1,19.9,1,8,.125,0,2,.000,0,0,,0,2,2,3,1,1,1,3,2,-1.0
Diamond DeShields,6,2024-06-04,29.2,CHI,home,NYL,-13.0,1,19.2,1,7,.143,0,0,,2,2,1.000,0,2,2,2,0,1,0,2,4,1.4
Diamond DeShields,7,2024-06-06,29.3,CHI,away,WAS,8.0,1,10.9,1,4,.250,0,3,.000,0,0,,0,2,2,0,0,0,2,2,2,-2.6
Diamond DeShields,8,2024-06-08,29.3,CHI,home,ATL,-9.0,1,20.8,2,6,.333,0,3,.000,4,4,1.000,0,0,0,3,0,0,1,2,8,4.9
Diamond DeShields,9,2024-06-12,29.3,CHI,home,CON,-8.0,1,23.0,3,7,.429,2,4,.500,1,2,.500,0,2,2,1,0,1,0,1,9,6.5
Diamond DeShields,10,2024-06-14,29.3,CHI,away,WAS,-2.0,1,9.6,1,6,.167,0,2,.000,0,0,,0,0,0,0,0,1,0,0,2,-1.1
Diamond DeShields,11,2024-06-16,29.3,CHI,away,IND,-8.0,0,7.1,1,4,.250,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-0.4
Diamond DeShields,12,2024-06-20,29.3,CHI,home,DAL,11.0,0,13.1,0,3,.000,0,2,.000,0,0,,0,2,2,1,0,0,0,1,0,-1.2
Diamond DeShields,13,2024-06-23,29.3,CHI,home,IND,1.0,0,17.1,2,3,.667,2,3,.667,2,2,1.000,0,0,0,1,2,1,1,3,8,7.9
Diamond DeShields,14,2024-06-27,29.3,CHI,home,LVA,-12.0,0,4.4,0,2,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,0,0,0.0
Diamond DeShields,15,2024-06-30,29.3,CHI,home,MIN,-8.0,0,12.1,2,4,.500,0,1,.000,0,0,,0,2,2,0,2,0,1,3,4,2.4
Diamond DeShields,16,2024-07-02,29.3,CHI,away,ATL,8.0,0,23.5,3,5,.600,1,1,1.000,2,3,.667,0,1,1,2,1,0,2,2,9,6.2
Diamond DeShields,17,2024-07-05,29.3,CHI,away,SEA,4.0,0,15.2,1,6,.167,1,4,.250,1,2,.500,1,4,5,1,0,0,0,0,4,2.4
Diamond DeShields,18,2024-07-07,29.3,CHI,away,SEA,-13.0,0,13.5,0,2,.000,0,1,.000,0,0,,0,1,1,2,1,0,0,1,0,0.9
Diamond DeShields,19,2024-07-10,29.3,CHI,home,ATL,9.0,0,4.2,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,1.0
Diamond DeShields,20,2024-07-11,29.4,CHI,away,NYL,-15.0,0,9.1,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,2,0,-2.5
Diamond DeShields,21,2024-07-13,29.4,CHI,home,NYL,-14.0,0,6.5,0,2,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-1.8
Diamond DeShields,22,2024-08-15,29.4,CHI,home,PHO,-20.0,0,16.5,3,10,.300,0,3,.000,0,0,,1,3,4,2,1,0,1,2,6,2.4
Diamond DeShields,23,2024-08-17,29.5,CHI,away,LAS,4.0,0,6.9,1,3,.333,0,0,,0,2,.000,0,0,0,0,0,0,0,0,2,-0.5
