Player,Year,Rk,Date,Age,Tm,home_away,Opp,win_margin,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Lexie Hull,2023,17,2023-07-05,23.8,IND,away,MIN,-7.0,1,23.4,4,6,.667,0,1,.000,0,0,,0,1,1,1,4,1,0,3,8,9.9
Lexie Hull,2023,18,2023-07-07,23.8,IND,away,WAS,-8.0,1,37.1,7,11,.636,3,6,.500,3,3,1.000,3,3,6,3,2,0,1,6,20,18.8
Lexie Hull,2023,19,2023-07-09,23.8,IND,home,DAL,-1.0,1,34.0,2,6,.333,0,1,.000,3,4,.750,2,4,6,2,0,0,1,5,7,4.2
Lexie Hull,2023,20,2023-07-23,23.9,IND,away,NYL,-18.0,1,25.4,3,6,.500,1,1,1.000,0,0,,1,0,1,0,2,0,2,6,7,2.3
Lexie Hull,2023,21,2023-07-25,23.9,IND,away,LAS,-1.0,1,24.6,4,8,.500,0,3,.000,0,0,,0,2,2,2,0,2,1,2,8,5.6
Lexie Hull,2023,22,2023-07-27,23.9,IND,away,LAS,-13.0,1,17.1,1,4,.250,1,3,.333,0,0,,1,0,1,1,1,0,2,3,3,-0.2
Lexie Hull,2023,23,2023-07-30,23.9,IND,home,SEA,-23.0,1,33.7,0,4,.000,0,3,.000,0,0,,0,2,2,4,2,1,2,5,0,-0.7
Lexie Hull,2023,24,2023-08-01,23.9,IND,home,PHO,1.0,1,31.2,1,3,.333,0,2,.000,1,2,.500,1,3,4,1,1,0,1,3,3,2.0
Lexie Hull,2023,25,2023-08-04,23.9,IND,home,CON,-16.0,1,17.6,0,4,.000,0,1,.000,0,0,,0,0,0,0,2,0,1,3,0,-3.0
Lexie Hull,2023,26,2023-08-06,23.9,IND,away,ATL,-9.0,1,30.1,0,3,.000,0,1,.000,0,0,,2,3,5,1,0,0,0,5,0,-1.1
Lexie Hull,2023,27,2023-08-08,23.9,IND,home,LAS,-7.0,1,14.8,2,4,.500,0,1,.000,0,0,,1,1,2,1,0,0,0,0,4,3.7
Lexie Hull,2023,28,2023-08-10,23.9,IND,home,MIN,18.0,0,16.6,0,2,.000,0,1,.000,0,0,,2,1,3,2,1,1,1,0,0,2.4
Lexie Hull,2023,29,2023-08-13,23.9,IND,home,NYL,-11.0,0,14.2,1,3,.333,0,1,.000,0,0,,2,1,3,1,0,0,0,1,2,2.3
Lexie Hull,2023,30,2023-08-18,23.9,IND,home,WAS,-4.0,0,13.7,1,3,.333,0,0,,0,0,,0,1,1,1,0,1,0,1,2,1.6
Dana Evans,2021,1,2021-05-14,22.8,DAL,away,LAS,23.0,0,1.8,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Dana Evans,2021,2,2021-05-22,22.8,DAL,home,SEA,-3.0,0,7.4,1,2,.500,1,1,1.000,2,2,1.000,0,0,0,1,0,0,2,1,5,2.3
Dana Evans,2021,3,2021-05-24,22.8,DAL,away,NYL,-7.0,0,8.6,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0,-2.1
Dana Evans,2021,4,2021-05-27,22.8,DAL,away,ATL,-6.0,0,3.0,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,0.0
Dana Evans,2021,5,2021-05-29,22.8,DAL,home,PHO,-4.0,0,1.9,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3
Dana Evans,2021,6,2021-06-01,22.8,DAL,home,LAS,10.0,0,1.3,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.7
Dana Evans,2021,7,2021-06-03,22.8,CHI,away,PHO,-3.0,0,8.8,0,4,.000,0,3,.000,2,2,1.000,0,1,1,1,1,0,0,0,2,1.2
Dana Evans,2021,8,2021-06-05,22.8,CHI,away,LAS,-5.0,0,6.9,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,3,3,0,-5.6
Dana Evans,2021,9,2021-06-09,22.9,CHI,home,IND,16.0,0,11.7,2,4,.500,1,2,.500,4,4,1.000,0,1,1,1,0,0,0,2,9,7.2
Dana Evans,2021,10,2021-06-12,22.9,CHI,away,IND,4.0,0,9.6,1,4,.250,1,2,.500,2,2,1.000,0,0,0,2,0,0,1,1,5,2.6
Dana Evans,2021,11,2021-06-15,22.9,CHI,away,MIN,16.0,0,7.0,1,3,.333,1,3,.333,2,2,1.000,0,0,0,1,0,0,0,1,5,3.6
Dana Evans,2021,12,2021-06-17,22.9,CHI,home,CON,6.0,0,3.8,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,0,0,-0.7
Dana Evans,2021,13,2021-06-19,22.9,CHI,home,CON,10.0,0,4.4,1,1,1.000,1,1,1.000,2,2,1.000,0,0,0,0,1,0,0,0,5,5.7
Dana Evans,2021,14,2021-06-22,22.9,CHI,away,NYL,20.0,0,5.3,0,4,.000,0,3,.000,0,0,,0,0,0,0,0,0,0,1,0,-3.2
Dana Evans,2021,15,2021-06-24,22.9,CHI,away,NYL,23.0,0,3.5,1,1,1.000,0,0,,1,2,.500,0,0,0,0,0,0,0,0,3,2.3
Dana Evans,2021,16,2021-06-27,22.9,CHI,away,CON,-16.0,0,5.8,1,4,.250,1,1,1.000,2,2,1.000,0,0,0,1,0,0,1,0,5,2.3
Dana Evans,2021,17,2021-06-30,22.9,CHI,away,DAL,10.0,0,8.0,1,2,.500,1,1,1.000,0,0,,0,0,0,4,0,0,0,2,3,4.0
Dana Evans,2021,18,2021-07-02,22.9,CHI,away,DAL,-9.0,0,2.6,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Dana Evans,2021,19,2021-07-10,22.9,CHI,home,WAS,-4.0,0,4.6,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,1.7
Dana Evans,2021,20,2021-08-15,23.0,CHI,home,SEA,2.0,0,11.6,2,4,.500,2,2,1.000,0,0,,0,1,1,2,0,0,1,0,6,4.7
Dana Evans,2021,21,2021-08-17,23.0,CHI,home,DAL,-4.0,0,9.9,1,4,.250,1,3,.333,0,0,,0,0,0,1,0,0,0,2,3,0.5
Dana Evans,2021,22,2021-08-21,23.1,CHI,home,MIN,-6.0,0,11.0,0,3,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,1,0,-1.5
Dana Evans,2021,23,2021-08-27,23.1,CHI,away,SEA,4.0,0,4.1,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,2.0
Dana Evans,2021,24,2021-08-29,23.1,CHI,away,SEA,32.0,0,16.4,4,7,.571,2,3,.667,4,4,1.000,0,0,0,3,2,0,3,0,14,11.8
Dana Evans,2021,25,2021-08-31,23.1,CHI,away,PHO,-20.0,0,13.4,2,6,.333,1,3,.333,2,2,1.000,1,2,3,2,0,0,1,1,7,4.9
Dana Evans,2021,26,2021-09-02,23.1,CHI,away,LVA,-7.0,0,4.8,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,2.0
Dana Evans,2021,27,2021-09-12,23.1,CHI,home,WAS,-8.0,0,8.4,3,4,.750,1,2,.500,0,0,,0,1,1,1,0,0,0,0,7,6.4
Dana Evans,2021,28,2021-09-17,23.1,CHI,home,LVA,-33.0,0,16.7,1,5,.200,0,3,.000,0,0,,0,1,1,1,0,1,2,1,2,-1.8
Dana Evans,2021,29,2021-09-19,23.1,CHI,home,IND,11.0,0,18.7,3,5,.600,2,3,.667,0,2,.000,0,1,1,4,0,0,0,3,8,6.8
Dana Evans,2022,1,2022-05-06,23.8,CHI,home,LAS,-7.0,1,35.2,9,17,.529,2,7,.286,4,5,.800,0,0,0,5,4,0,2,4,24,19.2
Dana Evans,2022,2,2022-05-11,23.8,CHI,home,NYL,33.0,0,26.0,5,11,.455,3,3,1.000,2,2,1.000,1,3,4,3,0,0,1,2,15,11.2
Dana Evans,2022,3,2022-05-14,23.8,CHI,away,MIN,4.0,0,20.3,1,6,.167,1,3,.333,2,2,1.000,0,0,0,0,0,0,1,4,5,-1.4
Dana Evans,2022,4,2022-05-18,23.8,CHI,away,SEA,-3.0,0,16.8,2,5,.400,0,1,.000,0,0,,0,0,0,5,0,0,2,3,4,1.6
Dana Evans,2022,5,2022-05-22,23.8,CHI,away,WAS,9.0,0,18.5,2,4,.500,0,2,.000,1,2,.500,0,3,3,3,2,0,2,1,5,5.2
Dana Evans,2022,6,2022-05-24,23.8,CHI,home,IND,5.0,0,13.0,2,4,.500,2,2,1.000,4,4,1.000,1,1,2,2,0,0,0,0,10,10.4
Dana Evans,2022,7,2022-05-28,23.8,CHI,home,LVA,-7.0,0,11.9,2,5,.400,1,3,.333,0,0,,0,2,2,2,0,1,1,0,5,4.0
Dana Evans,2022,8,2022-05-31,23.8,CHI,home,PHO,3.0,0,10.1,2,7,.286,2,5,.400,0,0,,0,1,1,1,0,0,1,1,6,1.5
Dana Evans,2022,9,2022-06-03,23.8,CHI,away,ATL,8.0,0,12.2,1,6,.167,1,4,.250,0,0,,0,0,0,1,0,0,0,1,3,-0.5
Dana Evans,2022,10,2022-06-05,23.8,CHI,home,WAS,9.0,0,19.0,3,7,.429,2,4,.500,4,4,1.000,1,1,2,4,0,1,2,1,12,10.4
Dana Evans,2022,11,2022-06-08,23.9,CHI,away,WAS,-2.0,0,17.2,1,2,.500,1,2,.500,0,0,,0,1,1,3,0,1,1,0,3,4.1
Dana Evans,2022,12,2022-06-10,23.9,CHI,away,CON,4.0,0,5.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
Dana Evans,2022,13,2022-06-12,23.9,CHI,away,NYL,2.0,0,2.4,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4
Dana Evans,2022,14,2022-06-17,23.9,CHI,home,ATL,6.0,0,13.1,0,4,.000,0,3,.000,0,0,,1,0,1,0,0,0,1,1,0,-3.5
Dana Evans,2022,15,2022-06-19,23.9,CHI,away,IND,-2.0,0,5.6,1,3,.333,0,1,.000,0,0,,0,1,1,0,0,0,1,0,2,-0.4
Dana Evans,2022,16,2022-06-23,23.9,CHI,away,LAS,23.0,0,10.0,1,3,.333,0,1,.000,0,0,,0,0,0,2,1,0,1,1,2,1.3
Dana Evans,2022,17,2022-06-26,23.9,CHI,home,MIN,3.0,0,7.9,1,3,.333,0,1,.000,1,2,.500,0,0,0,0,0,0,0,0,3,0.9
Dana Evans,2022,18,2022-06-29,23.9,CHI,home,CON,8.0,0,4.5,1,1,1.000,0,0,,0,0,,0,0,0,2,0,0,1,0,2,2.1
Dana Evans,2022,19,2022-07-02,23.9,CHI,home,PHO,16.0,0,7.2,2,3,.667,2,3,.667,0,0,,0,1,1,2,0,0,1,2,6,4.6
Dana Evans,2022,20,2022-07-06,23.9,CHI,away,MIN,-3.0,0,4.3,1,2,.500,0,0,,0,0,,1,0,1,1,0,0,0,0,2,2.4
Dana Evans,2022,21,2022-07-07,23.9,CHI,away,IND,9.0,0,17.7,1,3,.333,0,0,,2,2,1.000,0,1,1,1,0,0,3,2,4,-0.5
Dana Evans,2022,22,2022-07-12,23.9,CHI,home,ATL,15.0,0,0.9,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Dana Evans,2022,23,2022-07-14,24.0,CHI,away,LAS,12.0,0,17.4,3,7,.429,1,4,.250,2,2,1.000,0,1,1,0,1,0,2,0,9,4.6
Dana Evans,2022,24,2022-07-16,24.0,CHI,away,DAL,8.0,0,11.1,1,5,.200,0,3,.000,0,0,,0,1,1,0,0,0,0,0,2,-0.8
Dana Evans,2022,25,2022-07-20,24.0,CHI,home,SEA,4.0,0,14.2,2,3,.667,1,2,.500,0,0,,0,2,2,0,0,0,0,0,5,4.3
Dana Evans,2022,26,2022-07-22,24.0,CHI,home,DAL,6.0,0,15.4,1,5,.200,1,5,.200,0,0,,0,0,0,2,0,0,1,1,3,-0.1
Dana Evans,2022,27,2022-07-23,24.0,CHI,away,NYL,-3.0,0,5.6,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3
Dana Evans,2022,28,2022-07-29,24.0,CHI,home,NYL,8.0,0,2.0,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4
Dana Evans,2022,29,2022-07-31,24.0,CHI,away,CON,3.0,0,4.1,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,-0.8
Dana Evans,2022,30,2022-08-02,24.0,CHI,home,DAL,-6.0,0,1.6,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Dana Evans,2022,31,2022-08-05,24.0,CHI,home,WAS,10.0,0,3.6,1,2,.500,0,0,,0,0,,0,0,0,1,1,0,0,2,2,1.9
Dana Evans,2022,32,2022-08-11,24.0,CHI,away,LVA,-11.0,0,4.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Dana Evans,2022,33,2022-08-14,24.0,CHI,away,PHO,15.0,0,20.3,2,8,.250,2,6,.333,0,0,,0,0,0,1,1,0,2,1,6,0.5
Dana Evans,2023,1,2023-05-19,24.8,CHI,away,MIN,11.0,0,15.8,1,7,.143,0,4,.000,0,0,,0,0,0,2,0,0,0,0,2,-1.1
Dana Evans,2023,2,2023-05-21,24.8,CHI,away,PHO,6.0,1,33.8,5,13,.385,1,3,.333,2,3,.667,1,3,4,5,0,0,3,1,13,7.2
Dana Evans,2023,3,2023-05-26,24.8,CHI,home,WAS,-2.0,0,24.8,3,8,.375,1,6,.167,3,4,.750,0,0,0,4,1,0,2,2,10,6.2
Dana Evans,2023,4,2023-05-28,24.8,CHI,home,DAL,6.0,0,21.8,6,9,.667,1,3,.333,1,1,1.000,0,1,1,0,2,0,3,0,14,9.4
Dana Evans,2023,5,2023-05-30,24.8,CHI,away,ATL,-18.0,0,27.8,3,8,.375,1,5,.200,4,4,1.000,0,2,2,5,0,0,1,0,11,9.7
Dana Evans,2023,6,2023-06-02,24.8,CHI,home,NYL,-1.0,0,14.9,2,6,.333,1,3,.333,1,1,1.000,0,0,0,3,0,0,2,2,6,1.9
Dana Evans,2023,7,2023-06-06,24.8,CHI,home,IND,5.0,0,31.6,8,16,.500,3,5,.600,1,2,.500,0,2,2,7,3,0,0,2,20,19.3
Dana Evans,2023,8,2023-06-09,24.9,CHI,away,LAS,-15.0,0,22.6,1,7,.143,0,6,.000,1,2,.500,0,1,1,3,3,0,1,2,3,1.7
Dana Evans,2023,9,2023-06-11,24.9,CHI,away,LVA,-13.0,0,25.9,5,11,.455,0,2,.000,0,0,,0,0,0,8,1,0,1,0,10,9.9
Dana Evans,2023,10,2023-06-15,24.9,CHI,home,IND,-2.0,0,27.1,7,14,.500,3,6,.500,4,5,.800,0,2,2,3,0,2,0,1,21,17.3
Dana Evans,2023,11,2023-06-18,24.9,CHI,away,WAS,-8.0,0,21.6,1,5,.200,1,3,.333,0,0,,1,0,1,3,0,0,3,2,3,-1.1
Dana Evans,2023,12,2023-06-22,24.9,CHI,home,WAS,-21.0,0,11.9,1,4,.250,0,2,.000,3,3,1.000,0,0,0,0,2,0,3,1,5,1.2
Dana Evans,2023,13,2023-06-25,24.9,CHI,away,CON,-24.0,0,20.5,1,6,.167,0,3,.000,2,2,1.000,0,1,1,5,1,0,3,0,4,2.0
Dana Evans,2023,14,2023-06-28,24.9,CHI,home,LAS,17.0,0,20.1,4,9,.444,2,4,.500,1,2,.500,0,1,1,2,0,0,1,0,11,6.6
Dana Evans,2023,15,2023-06-30,24.9,CHI,home,LAS,8.0,0,26.8,3,8,.375,1,1,1.000,1,1,1.000,0,2,2,4,0,0,2,1,8,4.6
Dana Evans,2023,16,2023-07-02,24.9,CHI,away,IND,2.0,0,22.4,2,7,.286,1,4,.250,1,2,.500,0,2,2,1,1,0,0,2,6,3.0
Dana Evans,2023,17,2023-07-07,24.9,CHI,home,ATL,-14.0,0,17.6,3,10,.300,2,6,.333,0,0,,0,0,0,1,2,0,0,1,8,4.5
Dana Evans,2023,18,2023-07-09,24.9,CHI,home,ATL,-11.0,0,16.6,1,5,.200,1,4,.250,2,2,1.000,0,0,0,0,0,0,2,1,5,-0.5
Dana Evans,2023,19,2023-07-12,24.9,CHI,home,CON,-12.0,0,23.1,3,7,.429,1,4,.250,1,1,1.000,0,2,2,4,1,0,3,1,8,5.3
Dana Evans,2023,20,2023-07-20,25.0,CHI,away,PHO,-18.0,0,22.0,4,12,.333,0,3,.000,0,0,,1,3,4,2,1,0,2,0,8,3.2
Dana Evans,2023,21,2023-07-22,25.0,CHI,away,SEA,15.0,0,20.2,1,6,.167,0,3,.000,4,5,.800,1,0,1,2,3,0,1,1,6,5.5
Dana Evans,2023,22,2023-07-25,25.0,CHI,home,LVA,-12.0,0,18.1,3,7,.429,1,2,.500,2,2,1.000,0,1,1,0,0,0,2,3,9,2.4
Dana Evans,2023,23,2023-07-28,25.0,CHI,home,SEA,-9.0,0,24.6,3,10,.300,2,5,.400,4,4,1.000,0,0,0,3,0,0,1,1,12,6.9
Dana Evans,2023,24,2023-07-30,25.0,CHI,home,PHO,19.0,0,18.4,1,6,.167,1,5,.200,0,0,,0,1,1,2,0,1,2,2,3,-1.2
Dana Evans,2023,25,2023-08-04,25.0,CHI,away,DAL,15.0,0,14.9,1,5,.200,0,1,.000,2,2,1.000,0,0,0,3,0,0,1,1,4,1.6
Dana Evans,2023,26,2023-08-06,25.0,CHI,away,DAL,8.0,0,20.9,2,3,.667,1,1,1.000,9,9,1.000,0,1,1,5,0,0,1,1,14,15.1
Dana Evans,2023,27,2023-08-08,25.0,CHI,home,MIN,-9.0,0,18.5,1,6,.167,0,2,.000,0,0,,0,0,0,4,0,0,0,0,2,1.0
Dana Evans,2023,28,2023-08-11,25.0,CHI,away,NYL,-16.0,0,16.9,2,7,.286,1,3,.333,0,0,,0,1,1,1,0,0,4,0,5,-2.1
Dana Evans,2023,29,2023-08-13,25.0,CHI,away,WAS,-7.0,0,15.7,1,6,.167,1,6,.167,0,0,,1,0,1,3,0,0,1,1,3,0.6
Dana Evans,2023,30,2023-08-18,25.0,CHI,away,ATL,-11.0,0,23.1,7,15,.467,2,4,.500,2,2,1.000,0,2,2,1,0,0,2,1,18,9.2
Dana Evans,2023,31,2023-08-20,25.1,CHI,home,CON,-6.0,0,19.1,2,6,.333,1,3,.333,4,6,.667,0,0,0,3,0,0,0,1,9,6.5
Dana Evans,2023,32,2023-08-22,25.1,CHI,home,SEA,23.0,0,20.6,7,11,.636,4,6,.667,5,6,.833,0,2,2,8,1,0,2,5,23,20.9
Dana Evans,2023,33,2023-08-24,25.1,CHI,home,LVA,-7.0,0,19.2,3,10,.300,1,5,.200,1,2,.500,1,1,2,4,0,0,2,0,8,3.6
Dana Evans,2023,34,2023-08-27,25.1,CHI,away,SEA,5.0,0,23.2,4,9,.444,2,3,.667,4,4,1.000,0,2,2,6,1,0,0,3,14,13.9
Dana Evans,2023,35,2023-08-29,25.1,CHI,away,LAS,1.0,0,21.6,2,4,.500,1,1,1.000,2,2,1.000,0,2,2,1,1,0,2,1,7,4.9
Dana Evans,2023,36,2023-09-03,25.1,CHI,home,NYL,-17.0,0,16.1,1,8,.125,1,5,.200,2,2,1.000,0,1,1,0,0,0,1,0,5,-0.9
Dana Evans,2023,37,2023-09-05,25.1,CHI,away,IND,27.0,0,24.5,2,10,.200,1,5,.200,0,0,,0,0,0,5,1,0,2,0,5,1.3
Dana Evans,2023,38,2023-09-08,25.1,CHI,home,MIN,5.0,0,19.4,3,9,.333,0,3,.000,3,4,.750,1,2,3,2,1,0,3,2,9,3.4
Dana Evans,2023,39,2023-09-10,25.1,CHI,away,CON,11.0,0,33.7,6,12,.500,2,3,.667,4,4,1.000,0,2,2,3,1,1,2,3,18,13.2
Jantel Lavender,2021,1,2021-05-14,32.5,IND,away,NYL,-3.0,1,28.3,4,12,.333,1,1,1.000,0,0,,8,2,10,3,0,0,1,2,9,8.7
Jantel Lavender,2021,2,2021-05-16,32.5,IND,home,NYL,-8.0,1,27.3,4,7,.571,0,1,.000,0,0,,4,11,15,1,0,0,6,5,8,3.5
Jantel Lavender,2021,3,2021-05-19,32.5,IND,away,CON,-21.0,1,17.1,1,2,.500,0,0,,1,2,.500,1,1,2,2,0,0,2,1,3,1.6
Jantel Lavender,2021,4,2021-05-21,32.5,IND,home,ATL,-4.0,0,12.2,3,3,1.000,0,0,,0,0,,0,1,1,2,0,0,0,2,6,6.0
Jantel Lavender,2021,5,2021-05-25,32.5,IND,home,WAS,-16.0,0,23.7,1,7,.143,0,1,.000,2,2,1.000,4,2,6,4,0,0,0,1,4,5.3
Jantel Lavender,2021,6,2021-05-28,32.5,IND,away,LVA,-36.0,0,21.9,3,9,.333,0,0,,0,0,,0,2,2,1,0,1,0,0,6,2.9
Jantel Lavender,2021,7,2021-05-30,32.5,IND,away,LVA,-23.0,0,15.6,2,4,.500,0,0,,0,0,,1,1,2,0,0,0,1,2,4,1.2
Jantel Lavender,2021,8,2021-06-01,32.6,IND,away,SEA,-15.0,1,25.3,2,8,.250,0,1,.000,1,2,.500,3,1,4,3,0,0,0,3,5,3.1
Jantel Lavender,2021,9,2021-06-03,32.6,IND,away,LAS,-35.0,1,27.6,4,14,.286,0,1,.000,2,2,1.000,4,2,6,2,0,1,1,2,10,5.5
Jantel Lavender,2021,10,2021-06-09,32.6,IND,away,CHI,-16.0,1,34.1,7,14,.500,0,3,.000,0,0,,3,4,7,2,0,0,2,2,14,8.9
Jantel Lavender,2021,11,2021-06-12,32.6,IND,home,CHI,-4.0,1,18.8,1,4,.250,0,0,,0,0,,0,1,1,1,0,0,4,5,2,-5.4
Jantel Lavender,2021,12,2021-06-15,32.6,IND,home,SEA,-17.0,1,19.1,4,7,.571,0,2,.000,0,0,,0,2,2,0,0,0,1,0,8,4.3
Jantel Lavender,2021,13,2021-06-17,32.6,IND,home,SEA,-10.0,1,22.8,4,8,.500,0,1,.000,2,2,1.000,1,0,1,2,0,0,0,4,10,6.5
Jantel Lavender,2021,14,2021-06-19,32.6,IND,away,WAS,-5.0,1,12.9,0,3,.000,0,0,,0,0,,0,2,2,1,0,0,0,1,0,-1.2
Jantel Lavender,2021,15,2021-06-24,32.6,IND,home,DAL,-25.0,1,25.9,6,10,.600,0,1,.000,2,2,1.000,1,2,3,1,0,0,2,2,14,8.6
Jantel Lavender,2021,16,2021-07-01,32.6,IND,home,CON,-6.0,1,29.0,2,7,.286,0,0,,2,2,1.000,1,2,3,6,0,0,1,2,6,5.6
Jantel Lavender,2021,17,2021-07-03,32.6,IND,home,CON,6.0,1,14.4,0,3,.000,0,1,.000,0,0,,1,1,2,1,0,0,1,2,0,-2.2
Jantel Lavender,2021,18,2021-07-09,32.7,IND,home,NYL,13.0,1,18.7,5,7,.714,0,0,,0,0,,1,5,6,0,0,1,3,1,10,6.6
Jantel Lavender,2021,19,2021-08-28,32.8,IND,home,LVA,-16.0,0,11.9,3,6,.500,0,0,,4,4,1.000,0,1,1,0,0,0,1,2,10,5.5
Jantel Lavender,2021,20,2021-08-31,32.8,IND,home,LAS,2.0,0,14.5,3,5,.600,0,0,,0,0,,1,2,3,1,0,0,2,0,6,3.7
Jantel Lavender,2021,21,2021-09-04,32.8,IND,home,PHO,-22.0,0,17.4,2,6,.333,1,2,.500,0,0,,0,1,1,0,0,0,1,3,5,-0.3
Jantel Lavender,2021,22,2021-09-06,32.8,IND,home,PHO,-5.0,0,9.7,1,3,.333,0,0,,0,0,,0,1,1,2,0,0,1,0,2,1.0
Jantel Lavender,2021,23,2021-09-10,32.8,IND,away,MIN,-17.0,0,19.8,7,13,.538,1,1,1.000,0,0,,5,4,9,1,0,0,3,1,15,10.7
Jantel Lavender,2021,24,2021-09-12,32.8,IND,away,MIN,-10.0,0,14.6,2,4,.500,0,0,,0,0,,1,2,3,2,0,0,0,2,4,3.9
Jantel Lavender,2021,25,2021-09-14,32.8,IND,away,ATL,-7.0,0,14.7,2,10,.200,0,0,,0,0,,3,1,4,1,0,0,0,1,4,0.5
Jantel Lavender,2021,26,2021-09-17,32.8,IND,home,MIN,-19.0,0,19.2,1,5,.200,0,1,.000,0,0,,2,3,5,2,0,0,2,0,2,0.6
Jantel Lavender,2021,27,2021-09-19,32.9,IND,away,CHI,-11.0,0,22.1,2,7,.286,1,3,.333,2,2,1.000,1,2,3,0,0,1,2,2,7,2.1
Jantel Lavender,2022,1,2022-05-06,33.5,SEA,home,MIN,23.0,0,22.6,4,7,.571,1,2,.500,0,0,,0,2,2,1,1,0,2,2,9,5.2
Jantel Lavender,2022,2,2022-05-08,33.5,SEA,away,LVA,-11.0,0,17.1,2,7,.286,0,3,.000,0,2,.000,2,2,4,1,0,0,1,4,4,-0.8
Jantel Lavender,2022,3,2022-05-11,33.5,SEA,away,PHO,-20.0,1,18.9,1,5,.200,0,1,.000,0,0,,1,4,5,5,1,0,2,2,2,2.5
Jantel Lavender,2022,4,2022-05-14,33.5,SEA,home,PHO,-5.0,0,10.5,3,4,.750,0,0,,0,0,,4,0,4,0,0,0,0,0,6,7.2
Jantel Lavender,2022,5,2022-05-18,33.5,SEA,home,CHI,3.0,0,11.8,2,5,.400,0,1,.000,1,2,.500,2,3,5,0,0,0,1,4,5,1.6
Jantel Lavender,2022,6,2022-05-20,33.5,SEA,home,LAS,3.0,0,15.6,2,4,.500,0,1,.000,0,0,,0,1,1,2,0,0,0,1,4,3.3
Jantel Lavender,2022,7,2022-05-27,33.5,SEA,home,NYL,8.0,1,28.7,4,8,.500,0,1,.000,0,0,,2,7,9,0,0,0,1,2,8,5.7
Jantel Lavender,2022,8,2022-05-29,33.5,SEA,home,NYL,31.0,1,26.9,6,8,.750,0,0,,0,0,,2,8,10,2,0,1,2,1,12,12.3
Jantel Lavender,2022,9,2022-06-03,33.6,SEA,home,DAL,-17.0,1,17.9,1,3,.333,0,1,.000,0,0,,1,5,6,1,0,0,1,0,2,2.2
Jantel Lavender,2022,10,2022-06-05,33.6,SEA,home,CON,-7.0,0,7.9,1,5,.200,0,0,,0,0,,1,1,2,2,0,0,1,0,2,0.3
Jantel Lavender,2022,11,2022-06-07,33.6,SEA,home,ATL,12.0,0,9.2,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6
Jantel Lavender,2022,12,2022-06-10,33.6,SEA,away,DAL,1.0,0,7.0,3,4,.750,0,0,,0,0,,1,2,3,1,0,0,2,2,6,3.6
Jantel Lavender,2022,13,2022-06-12,33.6,SEA,away,DAL,5.0,0,4.5,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,1,0,2,1.4
Jantel Lavender,2022,14,2022-06-14,33.6,SEA,away,MIN,2.0,0,12.1,1,4,.250,0,0,,0,0,,0,1,1,1,0,0,2,0,2,-1.4
Jantel Lavender,2022,15,2022-06-17,33.6,SEA,away,CON,-11.0,0,5.6,1,5,.200,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-1.1
Jantel Lavender,2022,16,2022-06-19,33.6,SEA,away,NYL,9.0,0,13.1,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,0,3,0,-0.6
Jantel Lavender,2022,17,2022-06-23,33.6,SEA,home,WAS,14.0,0,11.7,2,5,.400,1,3,.333,0,0,,1,2,3,0,0,0,0,1,5,3.2
Jantel Lavender,2022,18,2022-06-25,33.6,SEA,home,LAS,-8.0,0,8.2,1,3,.333,0,1,.000,0,0,,0,2,2,0,0,0,2,1,2,-1.5
Jantel Lavender,2022,19,2022-06-29,33.6,SEA,home,LVA,10.0,0,8.2,1,2,.500,1,1,1.000,0,0,,0,3,3,0,0,1,0,0,3,3.6
Jantel Lavender,2022,20,2022-07-01,33.6,SEA,home,IND,16.0,0,13.3,1,4,.250,0,0,,0,0,,2,4,6,1,0,0,2,3,2,-0.3
