team,g_num,year,month,day,home_away,opp,win_loss,team_score,opp_score,team_fg,team_fga,team_fg_pct,team_3p,team_3pa,team_3p_pct,team_ft,team_fta,team_ft_pct,team_orb,team_trb,team_ast,team_stl,team_blk,team_tov,team_pf,opponent_fg,opponent_fga,opponent_fg_pct,opponent_3p,opponent_3pa,opponent_3p_pct,opponent_ft,opponent_fta,opponent_ft_pct,opponent_orb,opponent_trb,opponent_ast,opponent_stl,opponent_blk,opponent_tov,opponent_pf
MIN,18,2024,6,30,2,CHI,1,70,62,25,65,0.385,6,24,0.25,14,18,0.778,6,40,23,11,9,18,15,25,82,0.305,5,18,0.278,7,14,0.5,16,44,14,9,3,14,21
MIN,19,2024,7,2,2,NYL,2,67,76,26,67,0.388,8,27,0.296,7,10,0.7,6,37,23,4,2,9,13,28,75,0.373,7,32,0.219,13,16,0.813,10,45,17,6,5,8,11
MIN,20,2024,7,4,1,CON,2,73,78,28,62,0.452,13,25,0.52,4,9,0.444,7,28,23,8,4,18,17,30,66,0.455,6,15,0.4,12,13,0.923,8,35,23,10,4,14,10
MIN,21,2024,7,6,1,WAS,1,74,67,27,70,0.386,10,28,0.357,10,14,0.714,13,38,20,9,3,13,17,25,60,0.417,7,28,0.25,10,13,0.769,6,32,19,7,1,18,14
MIN,22,2024,7,9,2,LAS,1,82,67,32,65,0.492,9,18,0.5,9,10,0.9,4,27,23,11,3,9,22,23,56,0.411,3,20,0.15,18,19,0.947,4,29,17,3,5,18,20
MIN,23,2024,7,12,2,SEA,2,63,91,19,62,0.306,7,30,0.233,18,23,0.783,8,31,14,8,3,15,17,33,71,0.465,9,26,0.346,16,17,0.941,10,39,29,8,3,11,17
MIN,24,2024,7,14,1,IND,2,74,81,27,70,0.386,11,31,0.355,9,10,0.9,11,34,20,5,3,14,16,31,70,0.443,8,29,0.276,11,12,0.917,10,34,19,6,5,12,11
MIN,25,2024,7,17,1,ATL,1,86,79,29,75,0.387,11,30,0.367,17,23,0.739,11,32,25,10,2,7,16,29,59,0.492,5,15,0.333,16,21,0.762,5,33,18,5,4,16,19
MIN,26,2024,8,15,1,WAS,1,79,68,28,70,0.4,8,26,0.308,15,19,0.789,4,40,16,9,1,13,18,24,64,0.375,7,25,0.28,13,19,0.684,3,32,19,8,5,16,18
MIN,27,2024,8,17,2,WAS,1,99,83,37,64,0.578,11,21,0.524,14,20,0.7,7,31,26,11,1,15,21,29,60,0.483,9,23,0.391,16,23,0.696,5,25,26,9,3,17,19
MIN,28,2024,8,21,2,LVA,1,98,87,38,64,0.594,11,19,0.579,11,14,0.786,6,31,28,4,3,10,17,33,71,0.465,13,30,0.433,8,12,0.667,9,28,22,7,2,9,19
MIN,29,2024,8,23,1,LVA,1,87,74,31,61,0.508,10,26,0.385,15,18,0.833,7,37,22,12,2,19,21,26,57,0.456,7,19,0.368,15,18,0.833,1,17,17,7,1,18,21
MIN,30,2024,8,24,1,IND,1,90,80,33,65,0.508,11,27,0.407,13,20,0.65,8,27,27,8,4,10,14,33,76,0.434,7,29,0.241,7,8,0.875,15,40,16,5,1,15,16
MIN,31,2024,8,28,2,PHO,1,89,76,33,72,0.458,11,26,0.423,12,16,0.75,12,39,25,9,4,14,16,26,68,0.382,7,23,0.304,17,23,0.739,13,37,15,7,3,19,15
MIN,32,2024,8,30,2,DAL,2,76,94,27,68,0.397,10,35,0.286,12,13,0.923,5,32,20,4,5,14,14,40,83,0.482,7,18,0.389,7,11,0.636,11,38,21,10,3,8,13
MIN,33,2024,9,1,1,CHI,1,79,74,32,70,0.457,5,22,0.227,10,12,0.833,9,24,23,10,2,10,15,27,59,0.458,2,9,0.222,18,19,0.947,11,38,15,5,1,21,18
MIN,34,2024,9,6,2,IND,1,99,88,33,73,0.452,13,32,0.406,20,25,0.8,10,37,25,7,4,9,16,32,75,0.427,13,29,0.448,11,13,0.846,12,36,19,3,3,14,22
MIN,35,2024,9,8,2,WAS,1,78,71,27,66,0.409,7,24,0.292,17,17,1.0,7,38,19,7,1,16,11,29,70,0.414,11,32,0.344,2,3,0.667,8,35,19,6,3,14,15
MIN,36,2024,9,10,2,ATL,1,76,64,32,64,0.5,7,20,0.35,5,9,0.556,4,37,24,7,4,10,17,21,70,0.3,5,18,0.278,17,19,0.895,10,37,12,8,3,10,11
MIN,37,2024,9,13,1,CHI,1,83,66,33,73,0.452,8,26,0.308,9,10,0.9,7,39,25,8,4,10,14,25,68,0.368,4,17,0.235,12,17,0.706,9,34,17,4,6,12,12
MIN,38,2024,9,15,2,NYL,1,88,79,35,66,0.53,9,18,0.5,9,11,0.818,9,36,26,6,3,15,18,27,69,0.391,8,28,0.286,17,23,0.739,14,35,17,8,5,11,15
MIN,39,2024,9,17,2,CON,1,78,76,30,64,0.469,6,14,0.429,12,13,0.923,6,31,22,7,7,13,12,30,66,0.455,7,20,0.35,9,11,0.818,8,31,21,9,6,16,13
MIN,40,2024,9,19,1,LAS,2,51,68,16,56,0.286,7,23,0.304,12,16,0.75,6,28,11,8,2,17,11,25,59,0.424,10,31,0.323,8,9,0.889,5,36,18,5,4,18,12
NYL,1,2024,5,14,2,WAS,1,85,80,32,68,0.471,8,28,0.286,13,15,0.867,8,36,21,8,5,18,20,31,78,0.397,10,32,0.313,8,11,0.727,10,34,22,9,7,12,20
NYL,2,2024,5,16,2,IND,1,102,66,36,78,0.462,8,27,0.296,22,23,0.957,13,40,22,8,8,10,17,22,60,0.367,5,19,0.263,17,22,0.773,7,26,13,5,4,13,20
NYL,3,2024,5,18,1,IND,1,91,80,31,64,0.484,15,32,0.469,14,16,0.875,6,32,21,9,6,20,14,33,80,0.413,9,26,0.346,5,6,0.833,10,34,22,9,3,15,16
NYL,4,2024,5,20,1,SEA,1,74,63,26,63,0.413,3,23,0.13,19,20,0.95,7,36,18,7,5,15,13,24,70,0.343,6,24,0.25,9,14,0.643,12,34,16,8,3,14,23
NYL,5,2024,5,23,1,CHI,2,81,90,30,69,0.435,8,22,0.364,13,20,0.65,8,35,22,8,5,14,17,35,75,0.467,7,19,0.368,13,20,0.65,11,38,22,5,2,9,18
NYL,6,2024,5,25,2,MIN,2,67,84,26,68,0.382,7,29,0.241,8,10,0.8,9,30,18,8,3,16,11,32,67,0.478,14,28,0.5,6,6,1.0,8,35,26,8,7,16,16
NYL,7,2024,5,29,1,PHO,1,81,78,28,68,0.412,9,32,0.281,16,18,0.889,9,39,19,7,5,10,12,29,68,0.426,10,30,0.333,10,13,0.769,8,34,18,6,2,10,18
NYL,8,2024,5,31,1,WAS,1,90,79,28,63,0.444,11,32,0.344,23,31,0.742,8,34,18,9,1,14,23,28,60,0.467,7,18,0.389,16,22,0.727,3,30,22,7,1,14,27
NYL,9,2024,6,2,1,IND,1,104,68,38,66,0.576,11,25,0.44,17,20,0.85,6,39,30,9,6,13,15,27,73,0.37,7,28,0.25,7,11,0.636,9,28,18,6,1,12,17
NYL,10,2024,6,4,2,CHI,1,88,75,34,78,0.436,10,32,0.313,10,12,0.833,10,42,24,7,4,10,22,24,74,0.324,2,7,0.286,25,28,0.893,12,42,15,5,4,10,17
NYL,11,2024,6,6,2,ATL,1,78,61,29,74,0.392,9,31,0.29,11,13,0.846,11,44,24,6,4,13,15,22,64,0.344,3,21,0.143,14,17,0.824,7,34,15,8,4,12,16
NYL,12,2024,6,8,2,CON,1,82,75,31,60,0.517,9,25,0.36,11,13,0.846,0,28,27,8,5,11,18,29,71,0.408,4,16,0.25,13,17,0.765,11,35,17,3,2,13,14
NYL,13,2024,6,9,1,WAS,1,93,88,31,65,0.477,12,27,0.444,19,20,0.95,13,40,24,7,3,21,17,33,67,0.493,12,28,0.429,10,12,0.833,4,22,26,7,2,12,19
NYL,14,2024,6,15,2,LVA,1,90,82,33,68,0.485,12,28,0.429,12,16,0.75,3,37,21,8,1,8,9,31,69,0.449,11,34,0.324,9,11,0.818,2,31,23,3,3,10,19
NYL,15,2024,6,18,2,PHO,2,93,99,32,76,0.421,18,42,0.429,11,14,0.786,11,37,27,14,4,16,12,38,69,0.551,15,30,0.5,8,10,0.8,4,31,24,7,3,17,12
NYL,16,2024,6,20,1,LAS,1,93,80,34,69,0.493,13,33,0.394,12,15,0.8,4,30,29,7,3,11,15,31,62,0.5,7,19,0.368,11,19,0.579,5,34,18,8,1,14,18
NYL,17,2024,6,22,1,LAS,1,98,88,37,68,0.544,16,36,0.444,8,9,0.889,7,36,31,8,6,14,21,29,68,0.426,8,27,0.296,22,26,0.846,8,27,22,10,1,10,15
NYL,18,2024,6,23,2,ATL,1,96,75,36,70,0.514,10,25,0.4,14,15,0.933,7,38,25,7,4,12,17,30,79,0.38,2,12,0.167,13,19,0.684,14,40,21,5,4,10,14
NYL,19,2024,6,30,1,ATL,1,81,75,28,71,0.394,13,39,0.333,12,16,0.75,5,28,25,8,2,5,14,29,60,0.483,6,17,0.353,11,13,0.846,4,37,16,2,2,15,15
NYL,20,2024,7,2,1,MIN,1,76,67,28,75,0.373,7,32,0.219,13,16,0.813,10,45,17,6,5,8,11,26,67,0.388,8,27,0.296,7,10,0.7,6,37,23,4,2,9,13
NYL,21,2024,7,6,2,IND,2,78,83,29,71,0.408,10,42,0.238,10,16,0.625,8,31,20,7,1,9,11,32,67,0.478,7,24,0.292,12,14,0.857,7,41,20,6,2,10,15
NYL,22,2024,7,10,2,CON,1,71,68,28,57,0.491,3,13,0.231,12,16,0.75,1,33,22,5,6,9,17,24,67,0.358,6,17,0.353,14,16,0.875,7,35,19,1,2,9,16
NYL,23,2024,7,11,1,CHI,1,91,76,30,63,0.476,13,23,0.565,18,20,0.9,4,30,25,8,8,7,9,34,74,0.459,4,10,0.4,4,7,0.571,10,36,23,3,1,12,18
NYL,24,2024,7,13,2,CHI,1,81,67,30,71,0.423,11,36,0.306,10,14,0.714,4,28,21,7,6,5,11,28,69,0.406,7,15,0.467,4,4,1.0,12,41,15,4,2,14,16
NYL,25,2024,7,16,1,CON,1,82,74,26,59,0.441,11,27,0.407,19,20,0.95,6,30,19,10,4,18,15,28,66,0.424,2,18,0.111,16,22,0.727,8,31,17,11,4,13,15
NYL,26,2024,8,15,2,LAS,1,103,68,39,73,0.534,15,30,0.5,10,13,0.769,7,38,31,13,5,13,17,23,64,0.359,6,18,0.333,16,20,0.8,7,29,16,6,4,20,10
NYL,27,2024,8,17,2,LVA,1,79,67,30,74,0.405,8,31,0.258,11,12,0.917,13,46,15,7,5,12,16,24,65,0.369,9,31,0.29,10,11,0.909,2,30,14,10,7,10,18
NYL,28,2024,8,20,1,DAL,1,94,74,34,74,0.459,8,28,0.286,18,24,0.75,14,47,25,7,2,15,19,25,66,0.379,9,21,0.429,15,23,0.652,9,28,20,7,2,18,21
NYL,29,2024,8,22,1,DAL,1,79,71,27,77,0.351,7,29,0.241,18,23,0.783,17,46,21,11,2,10,15,30,69,0.435,2,13,0.154,9,13,0.692,8,38,17,4,6,14,20
NYL,30,2024,8,24,1,CON,2,64,72,24,65,0.369,7,32,0.219,9,12,0.75,11,44,19,6,7,18,15,30,72,0.417,2,13,0.154,10,17,0.588,8,37,20,7,3,9,11
NYL,31,2024,8,26,2,PHO,1,84,70,29,70,0.414,12,29,0.414,14,16,0.875,6,32,21,12,3,13,10,31,67,0.463,5,22,0.227,3,4,0.75,7,31,15,7,4,20,15
NYL,32,2024,8,28,2,LAS,2,88,94,32,63,0.508,10,28,0.357,14,19,0.737,7,32,25,4,5,19,22,35,68,0.515,8,21,0.381,16,22,0.727,5,28,24,12,4,10,16
NYL,33,2024,8,30,2,SEA,1,98,85,34,67,0.507,12,26,0.462,18,20,0.9,17,45,23,4,2,16,12,33,71,0.465,5,23,0.217,14,15,0.933,6,17,19,9,3,5,19
NYL,34,2024,9,5,1,SEA,1,77,70,27,70,0.386,12,27,0.444,11,13,0.846,10,38,24,8,10,12,11,30,70,0.429,6,20,0.3,4,6,0.667,8,33,16,5,6,13,10
NYL,35,2024,9,8,1,LVA,1,75,71,27,69,0.391,5,24,0.208,16,22,0.727,10,39,21,8,5,11,13,23,64,0.359,15,33,0.455,10,10,1.0,2,27,18,7,4,11,23
NYL,36,2024,9,10,2,DAL,1,105,91,38,70,0.543,16,29,0.552,13,14,0.929,5,30,33,5,3,11,20,34,72,0.472,6,24,0.25,17,19,0.895,5,28,24,3,4,11,13
NYL,37,2024,9,12,2,DAL,1,99,67,33,69,0.478,12,30,0.4,21,26,0.808,8,40,25,10,4,10,13,26,71,0.366,4,18,0.222,11,16,0.688,9,33,17,4,2,15,23
NYL,38,2024,9,15,1,MIN,2,79,88,27,69,0.391,8,28,0.286,17,23,0.739,14,35,17,8,5,11,15,35,66,0.53,9,18,0.5,9,11,0.818,9,36,26,6,3,15,18
NYL,39,2024,9,17,2,WAS,1,87,71,34,75,0.453,8,31,0.258,11,15,0.733,12,45,24,9,5,11,25,23,61,0.377,9,26,0.346,16,19,0.842,3,29,16,4,4,16,14
NYL,40,2024,9,19,1,ATL,2,67,78,24,60,0.4,8,17,0.471,11,17,0.647,9,28,17,8,6,17,16,31,62,0.5,5,13,0.385,11,16,0.688,9,35,22,8,2,14,16
PHO,1,2024,5,14,2,LVA,2,80,89,29,76,0.382,15,36,0.417,7,10,0.7,10,37,21,6,6,15,23,29,71,0.408,6,29,0.207,25,29,0.862,8,37,17,7,5,9,12
PHO,2,2024,5,18,1,ATL,1,88,85,27,66,0.409,6,23,0.261,28,32,0.875,7,38,17,10,5,12,22,27,66,0.409,10,23,0.435,21,27,0.778,7,33,21,8,5,13,21
PHO,3,2024,5,21,2,LVA,1,98,88,37,78,0.474,16,33,0.485,8,13,0.615,6,39,23,7,7,7,15,33,78,0.423,11,31,0.355,11,15,0.733,7,39,22,5,4,9,18
PHO,4,2024,5,23,1,WAS,1,83,80,26,60,0.433,10,33,0.303,21,24,0.875,4,34,20,9,4,16,19,27,70,0.386,13,36,0.361,13,16,0.813,9,36,21,7,1,17,21
PHO,5,2024,5,25,1,DAL,2,92,107,31,75,0.413,14,35,0.4,16,17,0.941,8,25,26,7,6,19,15,39,75,0.52,10,20,0.5,19,21,0.905,14,38,23,10,5,18,14
PHO,6,2024,5,28,2,CON,2,47,70,15,63,0.238,1,27,0.037,16,22,0.727,12,43,12,7,9,20,11,27,77,0.351,5,24,0.208,11,18,0.611,11,38,23,12,4,9,17
PHO,7,2024,5,29,2,NYL,2,78,81,29,68,0.426,10,30,0.333,10,13,0.769,8,34,18,6,2,10,18,28,68,0.412,9,32,0.281,16,18,0.889,9,39,19,7,5,10,12
PHO,8,2024,5,31,2,MIN,2,71,95,24,62,0.387,9,28,0.321,14,18,0.778,10,36,16,6,2,16,14,36,73,0.493,14,35,0.4,9,12,0.75,10,36,29,6,3,6,15
PHO,9,2024,6,2,1,LAS,1,87,68,28,66,0.424,14,29,0.483,17,20,0.85,7,33,20,11,5,14,18,24,60,0.4,9,23,0.391,11,15,0.733,6,30,18,5,2,18,23
PHO,10,2024,6,4,2,SEA,2,62,80,23,68,0.338,4,23,0.174,12,17,0.706,3,33,13,7,4,13,15,28,69,0.406,8,23,0.348,16,21,0.762,8,42,20,10,4,14,15
PHO,11,2024,6,7,1,MIN,1,81,80,29,70,0.414,9,26,0.346,14,18,0.778,10,39,18,6,7,14,13,28,72,0.389,15,34,0.441,9,11,0.818,7,36,24,5,5,13,20
PHO,12,2024,6,9,2,DAL,1,97,90,37,80,0.463,9,33,0.273,14,19,0.737,9,29,25,9,5,20,19,37,78,0.474,6,23,0.261,10,14,0.714,9,36,25,9,3,21,21
PHO,13,2024,6,13,1,LVA,2,99,103,39,72,0.542,8,25,0.32,13,15,0.867,4,23,26,5,5,12,26,33,69,0.478,13,30,0.433,24,25,0.96,12,37,17,6,2,14,16
PHO,14,2024,6,16,1,SEA,1,87,78,31,62,0.5,7,18,0.389,18,19,0.947,3,37,24,5,5,15,18,29,75,0.387,5,26,0.192,15,21,0.714,10,36,18,11,4,9,19
PHO,15,2024,6,18,1,NYL,1,99,93,38,69,0.551,15,30,0.5,8,10,0.8,4,31,24,7,3,17,12,32,76,0.421,18,42,0.429,11,14,0.786,11,37,27,14,4,16,12
PHO,16,2024,6,22,2,MIN,2,60,73,23,74,0.311,7,34,0.206,7,12,0.583,7,31,14,8,5,13,17,26,62,0.419,8,22,0.364,13,18,0.722,5,44,18,5,4,15,13
PHO,17,2024,6,28,1,LAS,1,92,78,35,69,0.507,7,21,0.333,15,23,0.652,13,39,19,9,6,15,17,29,63,0.46,10,21,0.476,10,15,0.667,4,23,24,10,5,15,21
PHO,18,2024,6,30,1,IND,2,82,88,27,68,0.397,8,28,0.286,20,24,0.833,6,28,18,9,1,12,25,28,63,0.444,8,28,0.286,24,31,0.774,9,42,20,5,2,14,24
PHO,19,2024,7,1,1,CON,2,72,83,26,60,0.433,3,17,0.176,17,18,0.944,2,18,19,5,2,6,20,28,59,0.475,5,20,0.25,22,23,0.957,12,37,17,2,3,11,15
PHO,20,2024,7,3,2,DAL,1,104,96,36,65,0.554,11,23,0.478,21,23,0.913,5,24,22,6,3,9,23,33,67,0.493,5,17,0.294,25,34,0.735,13,34,20,6,2,10,20
PHO,21,2024,7,7,2,LAS,1,84,78,27,59,0.458,7,21,0.333,23,28,0.821,7,38,16,3,5,16,23,29,75,0.387,5,24,0.208,15,19,0.789,10,29,25,6,2,9,24
PHO,22,2024,7,10,1,DAL,1,100,84,36,61,0.59,9,21,0.429,19,22,0.864,4,22,24,8,6,11,19,32,64,0.5,7,19,0.368,13,18,0.722,7,26,25,5,1,14,18
PHO,23,2024,7,12,2,IND,2,86,95,29,70,0.414,10,29,0.345,18,23,0.783,7,30,18,7,6,11,15,39,81,0.481,6,31,0.194,11,14,0.786,15,42,23,8,6,16,16
PHO,24,2024,7,14,2,CON,2,69,96,28,69,0.406,7,25,0.28,6,10,0.6,11,33,16,3,8,15,13,37,78,0.474,10,26,0.385,12,21,0.571,16,44,26,9,3,7,12
PHO,25,2024,7,16,2,WAS,1,96,87,35,65,0.538,8,18,0.444,18,21,0.857,6,31,22,8,6,9,14,33,72,0.458,10,33,0.303,11,13,0.846,8,33,28,5,1,12,19
PHO,26,2024,8,15,2,CHI,1,85,65,33,59,0.559,12,23,0.522,7,11,0.636,5,34,26,5,10,12,18,27,73,0.37,4,19,0.211,7,14,0.5,15,33,14,7,3,11,20
PHO,27,2024,8,16,2,IND,2,89,98,25,60,0.417,14,36,0.389,25,28,0.893,3,31,16,7,3,11,17,34,74,0.459,14,36,0.389,16,17,0.941,8,39,23,4,4,10,17
PHO,28,2024,8,18,1,CHI,1,86,68,28,62,0.452,7,23,0.304,23,31,0.742,9,41,21,5,4,10,19,28,78,0.359,0,14,0.0,12,21,0.571,17,44,20,5,1,9,20
PHO,29,2024,8,21,2,ATL,2,63,72,24,61,0.393,6,19,0.316,9,10,0.9,3,33,15,4,3,11,16,25,73,0.342,9,31,0.29,13,16,0.813,16,47,17,3,1,8,15
PHO,30,2024,8,23,2,ATL,1,82,80,32,66,0.485,6,17,0.353,12,16,0.75,7,36,23,4,5,12,17,29,74,0.392,10,30,0.333,12,14,0.857,9,36,19,7,5,8,15
PHO,31,2024,8,26,1,NYL,2,70,84,31,67,0.463,5,22,0.227,3,4,0.75,7,31,15,7,4,20,15,29,70,0.414,12,29,0.414,14,16,0.875,6,32,21,12,3,13,10
PHO,32,2024,8,28,1,MIN,2,76,89,26,68,0.382,7,23,0.304,17,23,0.739,13,37,15,7,3,19,15,33,72,0.458,11,26,0.423,12,16,0.75,12,39,25,9,4,14,16
PHO,33,2024,9,1,1,LVA,2,79,97,29,61,0.475,7,22,0.318,14,18,0.778,4,24,23,9,2,15,14,37,66,0.561,11,32,0.344,12,15,0.8,6,35,32,10,2,13,15
PHO,34,2024,9,3,1,ATL,1,74,66,23,55,0.418,6,25,0.24,22,26,0.846,7,33,18,7,4,17,15,24,68,0.353,7,25,0.28,11,14,0.786,7,29,15,7,4,13,19
PHO,35,2024,9,5,1,WAS,2,77,90,27,68,0.397,9,30,0.3,14,17,0.824,9,33,22,4,5,17,13,36,68,0.529,14,28,0.5,4,5,0.8,5,30,25,10,5,12,17
PHO,36,2024,9,7,2,SEA,2,66,90,24,66,0.364,10,29,0.345,8,9,0.889,7,34,20,4,4,13,11,36,84,0.429,12,32,0.375,6,7,0.857,15,46,26,8,3,6,11
PHO,37,2024,9,13,1,CON,2,69,88,27,72,0.375,6,33,0.182,9,11,0.818,6,33,19,4,7,7,16,33,75,0.44,8,26,0.308,14,17,0.824,8,38,23,2,5,7,14
PHO,38,2024,9,15,2,CHI,1,93,88,36,66,0.545,9,24,0.375,12,17,0.706,3,30,29,4,2,8,15,32,72,0.444,14,25,0.56,10,15,0.667,11,37,26,4,3,7,16
PHO,39,2024,9,17,2,LAS,1,85,81,30,64,0.469,7,28,0.25,18,22,0.818,7,25,22,11,9,10,19,28,83,0.337,9,33,0.273,16,20,0.8,23,49,16,5,3,18,18
PHO,40,2024,9,19,1,SEA,2,70,89,24,63,0.381,6,26,0.231,16,23,0.696,6,33,19,8,1,11,12,35,78,0.449,13,36,0.361,6,8,0.75,11,41,27,5,2,10,18
SEA,1,2024,5,14,1,MIN,2,70,83,29,78,0.372,1,9,0.111,11,14,0.786,14,43,14,10,5,17,12,34,75,0.453,7,24,0.292,8,9,0.889,7,39,23,15,8,17,15
SEA,2,2024,5,17,2,MIN,2,93,102,31,78,0.397,5,20,0.25,26,29,0.897,9,42,19,20,8,24,25,35,79,0.443,13,30,0.433,19,25,0.76,10,42,27,18,10,27,23
SEA,3,2024,5,19,2,WAS,1,84,75,28,68,0.412,5,20,0.25,23,29,0.793,14,43,10,10,2,20,23,25,62,0.403,9,26,0.346,16,23,0.696,6,29,20,9,4,16,23
SEA,4,2024,5,20,2,NYL,2,63,74,24,70,0.343,6,24,0.25,9,14,0.643,12,34,16,8,3,14,23,26,63,0.413,3,23,0.13,19,20,0.95,7,36,18,7,5,15,13
SEA,5,2024,5,22,1,IND,1,85,83,34,82,0.415,6,20,0.3,11,13,0.846,17,41,20,6,9,8,16,31,72,0.431,6,22,0.273,15,18,0.833,13,40,18,5,8,11,17
SEA,6,2024,5,25,1,WAS,1,101,69,37,60,0.617,12,22,0.545,15,18,0.833,5,33,27,6,6,16,19,24,70,0.343,7,20,0.35,14,15,0.933,12,27,13,7,0,14,15
SEA,7,2024,5,28,2,CHI,1,77,68,28,64,0.438,5,15,0.333,16,18,0.889,6,32,17,13,8,18,15,27,66,0.409,4,12,0.333,10,13,0.769,10,37,19,11,0,21,18
SEA,8,2024,5,30,2,IND,1,103,88,42,75,0.56,8,19,0.421,11,14,0.786,4,32,29,9,7,7,22,29,70,0.414,10,25,0.4,20,22,0.909,10,36,21,2,4,13,16
SEA,9,2024,6,4,1,PHO,1,80,62,28,69,0.406,8,23,0.348,16,21,0.762,8,42,20,10,4,14,15,23,68,0.338,4,23,0.174,12,17,0.706,3,33,13,7,4,13,15
SEA,10,2024,6,7,2,LVA,1,78,65,26,72,0.361,6,20,0.3,20,22,0.909,6,43,19,7,6,12,16,21,67,0.313,7,26,0.269,16,19,0.842,3,36,13,7,10,14,18
SEA,11,2024,6,9,2,MIN,2,64,83,26,75,0.347,4,22,0.182,8,13,0.615,14,34,12,9,9,13,17,27,60,0.45,12,22,0.545,17,21,0.81,6,36,25,6,7,16,18
SEA,12,2024,6,11,1,LAS,1,95,79,37,79,0.468,8,22,0.364,13,18,0.722,13,45,20,4,10,9,22,27,69,0.391,6,20,0.3,19,24,0.792,10,33,19,6,6,11,15
SEA,13,2024,6,13,2,DAL,1,92,84,36,69,0.522,7,20,0.35,13,14,0.929,7,26,26,12,6,11,16,31,65,0.477,6,13,0.462,16,17,0.941,9,28,23,6,9,19,13
SEA,14,2024,6,16,2,PHO,2,78,87,29,75,0.387,5,26,0.192,15,21,0.714,10,36,18,11,4,9,19,31,62,0.5,7,18,0.389,18,19,0.947,3,37,24,5,5,15,18
SEA,15,2024,6,19,2,LVA,2,83,94,31,70,0.443,4,16,0.25,17,19,0.895,7,32,21,11,1,15,16,35,63,0.556,8,20,0.4,16,21,0.762,3,29,25,11,4,14,19
SEA,16,2024,6,23,1,CON,1,72,61,27,64,0.422,4,16,0.25,14,16,0.875,8,35,23,13,4,14,14,25,67,0.373,2,14,0.143,9,17,0.529,12,38,13,8,3,14,16
SEA,17,2024,6,27,1,IND,1,89,77,32,70,0.457,10,25,0.4,15,17,0.882,5,27,27,14,5,8,16,29,65,0.446,8,19,0.421,11,18,0.611,14,44,21,4,4,20,16
SEA,18,2024,6,29,1,DAL,1,97,76,32,65,0.492,5,17,0.294,28,30,0.933,10,35,22,11,6,14,14,32,70,0.457,6,18,0.333,6,14,0.429,8,32,18,12,2,18,21
SEA,19,2024,7,1,1,DAL,1,95,71,32,71,0.451,8,25,0.32,23,27,0.852,11,33,22,11,3,14,17,26,62,0.419,4,17,0.235,15,19,0.789,8,31,18,11,2,15,19
SEA,20,2024,7,5,1,CHI,2,84,88,30,66,0.455,3,19,0.158,21,26,0.808,8,27,24,7,9,13,17,34,72,0.472,5,14,0.357,15,21,0.714,14,37,21,7,5,11,22
SEA,21,2024,7,7,1,CHI,1,84,71,29,69,0.42,6,19,0.316,20,24,0.833,7,36,24,4,7,10,15,29,78,0.372,3,14,0.214,10,12,0.833,11,38,20,8,9,10,18
SEA,22,2024,7,10,1,LVA,2,79,84,31,77,0.403,3,17,0.176,14,16,0.875,10,40,19,4,1,13,14,30,70,0.429,5,23,0.217,19,20,0.95,4,38,21,7,5,9,14
SEA,23,2024,7,12,1,MIN,1,91,63,33,71,0.465,9,26,0.346,16,17,0.941,10,39,29,8,3,11,17,19,62,0.306,7,30,0.233,18,23,0.783,8,31,14,8,3,15,17
SEA,24,2024,7,14,1,ATL,1,81,70,30,75,0.4,5,28,0.179,16,18,0.889,10,35,27,13,7,11,11,28,73,0.384,3,17,0.176,11,15,0.733,13,39,18,9,5,16,15
SEA,25,2024,7,16,2,LAS,1,89,83,31,68,0.456,7,23,0.304,20,26,0.769,12,35,21,11,6,13,17,28,69,0.406,10,26,0.385,17,22,0.773,12,37,20,5,3,15,23
SEA,26,2024,8,16,2,ATL,2,81,83,32,70,0.457,6,22,0.273,11,12,0.917,6,27,14,10,2,14,18,30,63,0.476,6,17,0.353,17,23,0.739,9,37,13,9,4,19,15
SEA,27,2024,8,18,2,IND,2,75,92,28,72,0.389,7,21,0.333,12,16,0.75,5,32,15,6,6,12,12,34,73,0.466,15,31,0.484,9,14,0.643,9,43,22,6,5,11,15
SEA,28,2024,8,20,2,WAS,1,83,77,27,70,0.386,3,23,0.13,26,30,0.867,9,38,15,10,6,16,16,28,72,0.389,8,24,0.333,13,19,0.684,12,41,19,9,3,22,25
SEA,29,2024,8,26,1,WAS,2,72,74,28,74,0.378,7,24,0.292,9,11,0.818,9,33,20,12,5,12,12,30,68,0.441,9,29,0.31,5,6,0.833,9,42,17,5,5,18,18
SEA,30,2024,8,28,1,ATL,1,85,81,31,72,0.431,8,17,0.471,15,18,0.833,5,37,19,6,5,7,12,32,73,0.438,6,21,0.286,11,12,0.917,7,36,23,5,5,13,17
SEA,31,2024,8,30,1,NYL,2,85,98,33,71,0.465,5,23,0.217,14,15,0.933,6,17,19,9,3,5,19,34,67,0.507,12,26,0.462,18,20,0.9,17,45,23,4,2,16,12
SEA,32,2024,9,1,2,CON,2,86,93,30,71,0.423,4,21,0.19,22,24,0.917,9,31,22,9,3,12,25,32,59,0.542,3,9,0.333,26,38,0.684,9,32,19,7,7,14,18
SEA,33,2024,9,3,2,CON,1,71,64,29,62,0.468,3,17,0.176,10,15,0.667,3,31,22,8,8,13,19,24,58,0.414,5,15,0.333,11,17,0.647,7,30,18,7,3,15,14
